# SCAN started at: 2019-02-13 15:43:00
# Elen_Scan Mass: 67.9 Resolution: 30
# ----------------------------------------
# 
9.5	1	-6.107	-4.909	-5.513	-5.704	-3.774	-1.203	-0.9916	-4.909	-4.373	-6.373	-2.189	-2.065	-6.082	-7.031	-7.045	-7.394	-5.633	-2.96	-5.918	-6.175	-7.989	-2.935	-7.27	-6.821	-2.163	-6.226	0	0	0	0	0	0	0	0
9.51	-10.62	-4.418	-4.47	-5.484	-2.837	-3.693	-0.5656	-0.4044	-4.543	-2.145	-5.536	-3.511	-0.782	-5.844	-5.595	-3.897	-4.137	-2.576	-2.613	-6.566	-1.487	-5.608	-1.754	-2.935	-4.923	-5.163	-6.403	0	0	0	0	0	0	0	0
9.52	1	-5.209	-4.273	-5.709	-3.134	-4.637	-1.082	-0.8269	-5.147	-1.969	-4.675	-4.63	-1.075	-6.056	-5.179	-3.513	-3.301	-2.352	-4.037	-6.59	-4.429	-6.973	-2.023	-5.112	-5.823	-3.995	-5.232	0	0	0	0	0	0	0	0
9.53	-2.407	-5.349	-4.529	-5.845	-0.7742	-4.824	-5.961	-0.7749	-5.251	-1.7	-4.811	-4.532	-1.456	-6.117	-5.131	-3.619	-3.08	-2.511	-4.242	-6.611	-6.642	-7.162	-2.138	-5.189	-5.888	-4.228	-2.465	0	0	0	0	0	0	0	0
9.54	-2.796	-5.432	-5.733	-5.9	-5.759	-4.861	-5.948	-0.9152	-5.475	-1.86	-4.937	-5.057	-1.931	-3.458	-5.1	-3.67	-2.719	-2.409	-4.471	-6.574	-1.805	-7.36	-2.092	-5.377	-2.315	-2.824	-5.142	0	0	0	0	0	0	0	0
9.55	-3.052	-5.439	-4.482	-5.951	-5.834	-5.173	-1.113	-0.7965	-5.607	-1.589	-4.981	-5.242	-2.473	-1.426	-5.033	-3.719	-2.974	-4.767	-4.592	-6.561	-4.924	-7.518	-2.187	-5.475	-4.852	-6.418	-6.047	0	0	0	0	0	0	0	0
9.56	-3.377	-5.333	-4.593	-5.958	-3.459	-5.354	-1.178	-1.146	-5.642	-1.572	-5.131	-5.399	-3.118	-1.447	-5.032	-3.786	-2.205	-4.764	-4.693	-6.397	-5.844	-7.587	-3.579	-5.417	-3.824	-6.238	0	0	0	0	0	0	0	0	0
9.57	-3.342	-5.693	-5.006	-5.994	-3.88	-5.425	-1.078	-1.052	-5.729	-1.52	-5.156	-5.472	-3.574	-1.482	-5.028	-3.85	-2.108	-7.176	-4.658	-6.257	-7.007	-7.634	-2.487	-5.424	-3.413	-6.394	0	0	0	0	0	0	0	0	0
9.58	-3.747	-5.682	-4.808	-5.982	-3.928	-5.057	-1.092	-1.042	-5.737	-1.451	-5.173	-5.63	-4.164	-1.634	-5.634	-3.748	-1.998	-2.242	-4.894	-6.129	-5.935	-7.703	-2.649	-5.488	-3.504	-6.244	0	0	0	0	0	0	0	0	0
9.59	-3.831	-5.805	-4.571	-6.007	-3.293	-5.64	-5.751	-1.199	-5.839	-1.384	-5.25	-5.759	-4.736	-4.031	-5.515	-3.69	-1.977	-5.695	-5.061	-5.899	-2.139	-7.756	-2.809	-5.574	-3.041	-6.623	0	0	0	0	0	0	0	0	0
9.6	-3.945	-5.774	-4.705	-6.022	-1.237	-5.747	-2.542	-0.9747	-5.917	-1.388	-5.374	-5.836	-5.271	-2.255	-5.088	-3.694	-1.955	-5.468	-5.155	-5.715	-6.369	-7.751	-3.081	-5.677	-3.042	-6.1	0	0	0	0	0	0	0	0	0
9.61	1	-5.531	-4.723	-6.042	-6.189	-1.85	-4.397	-1.378	-6.031	-1.111	-5.344	-6	-5.734	-5.804	-3.875	-3.64	-2.493	-3.887	-3.084	-3.359	-6.176	-7.606	-3.373	-6.176	-6.243	-5.483	0	0	0	0	0	0	0	0	0
9.62	1	-5.893	-4.827	-6.06	-1.699	-1.813	-4.041	-1.217	-6.021	-1.245	-5.358	-6.032	-6.021	-5.619	-4.056	-3.661	-2.56	-4.081	-2.889	-3.81	-7.106	-7.572	-3.912	-5.91	-7.611	-5.852	0	0	0	0	0	0	0	0	0
9.63	1	-5.92	-5.439	-6.037	-3.59	-1.692	-4.015	-1.236	-5.996	-1.236	-5.407	-6.022	-6.119	-6.554	-4.119	-3.725	-2.846	-4.177	-2.706	-3.873	-3.331	-2.545	-4.31	-7.432	-7.477	-5.592	0	0	0	0	0	0	0	0	0
9.64	1	-5.948	-5.455	-6.056	-5.782	-1.608	-4.507	-1.197	-6.026	-1.241	-5.52	-6.052	-6.111	-5.472	-4.078	-3.759	-3.154	-4.296	-2.611	-4.078	-4.368	-7.727	-5.136	-7.172	-7.605	-5.502	0	0	0	0	0	0	0	0	0
9.65	1	-5.983	-4.985	-5.994	-4.1	-1.587	-4.81	-1.407	-5.982	-1.383	-5.421	-6.011	-5.69	-5.92	-4.19	-3.812	-3.417	-5.015	-2.543	-4.415	-6.416	-7.799	-4.895	-7.449	-4.733	-5.507	0	0	0	0	0	0	0	0	0
9.66	1	-5.941	-5.276	-5.99	-1.74	-1.546	-4.226	-1.354	-5.998	-1.288	-5.478	-5.973	-5.774	-4.044	-6.212	-3.6	-3.794	-4.492	-2.453	-4.657	-2.034	-7.597	-5.087	-7.246	-3.202	-5.434	0	0	0	0	0	0	0	0	0
9.67	1	-5.946	-5.302	-5.969	-5.665	-1.763	-5.117	-1.409	-6.2	-1.322	-5.496	-5.95	-5.323	-4.336	-5.951	-3.703	-4.285	-4.783	-2.285	-4.852	-6.454	-7.818	-5.348	-2.714	-2.381	-4.953	0	0	0	0	0	0	0	0	0
9.68	1	-5.989	-5.194	-5.969	-4.546	-1.483	-3.627	-1.348	-6.214	-1.31	-5.473	-5.905	-4.976	-4.659	-5.978	-3.553	-4.682	-4.817	-2.122	-5.036	-6.527	-7.858	-5.533	-2.718	-3.473	-4.985	0	0	0	0	0	0	0	0	0
9.69	1	-5.992	-5.19	-5.065	-1.569	-1.487	-2.39	-1.372	-6.181	-1.333	-5.932	-5.854	-4.567	-4.959	-5.842	-3.417	-5.033	-5.041	-2.024	-4.418	-2.405	-7.832	-5.843	-2.683	-4.053	-5.249	0	0	0	0	0	0	0	0	0
