# SCAN started at: 2019-02-13 18:44:05
# Elen_Scan Mass: 97.9 Resolution: 30
# ----------------------------------------
# 
10.5	-5.797	-6.869	-6.321	-6.352	-5.962	-4.119	-7.708	-4.157	-3.883	-8.493	-5.059	-7.927	-3.941	-7.098	-7.062
10.51	-8.459	-3.982	-3.118	-7.515	-3.656	-3.175	-8.289	-3.13	-4.219	-7.648	-6.531	-4.614	-5.437	-7.334	-5.194
10.52	-8.223	-4.413	-3.124	-7.339	-3.943	-5.58	-8.356	-3.352	-4.443	-8.397	-6.35	-5.194	-4.957	-7.825	-4.904
10.53	-7.958	-4.173	-3.198	-7.484	-4.333	-3.429	-8.541	-3.519	-5.026	-8.755	-6.794	-5.19	-5.197	-7.287	-4.962
10.54	-8.061	-4.015	-2.909	-7.478	-4.445	-3.505	-8.629	-3.656	-5.41	-8.772	-6.477	-5.022	-5.336	-7.608	-4.939
10.55	-8.242	-3.862	-3.459	-7.568	-4.347	-3.521	-8.68	-3.875	-5.866	-8.851	-6.51	-4.845	-5.608	-7.483	-4.8
10.56	-8.121	-3.721	-3.422	-7.611	-4.495	-3.659	-8.714	-4.133	-6.3	-8.927	-6.591	-4.675	-5.727	-7.388	-4.931
10.57	-8.177	-3.544	-4.205	-7.639	-4.137	-3.692	-8.777	-4.44	-6.711	-8.942	-6.603	-4.476	-5.842	-7.21	-4.887
10.58	-8.223	-3.51	-4.511	-7.585	-4.628	-3.796	-8.768	-4.791	-7.352	-9.051	-6.586	-4.382	-5.939	-7.052	-4.864
10.59	-8.315	-3.411	-4.63	-7.637	-4.675	-3.952	-8.792	-5.161	-8.036	-9.092	-6.463	-4.268	-6.125	-6.837	-4.868
10.6	-8.312	-3.389	-4.72	-7.547	-4.896	-4.127	-8.672	-5.55	-7.975	-9.075	-5.99	-4.107	-6.491	-6.696	-4.775
10.61	-8.303	-8.347	-5.03	-7.354	-5.343	-4.17	-8.789	-5.625	-8.266	-9.091	-5.412	-4	-6.368	-6.458	-7.523
10.62	-8.401	-8.282	-4.81	-7.568	-4.987	-4.793	-8.737	-5.3	-8.668	-9.111	-5.698	-3.66	-7.516	-5.965	-7.778
10.63	-8.375	-8.159	-4.699	-7.901	-5.037	-5.065	-8.66	-4.867	-8.653	-9.119	-5.674	-3.528	-7.156	-5.697	-7.829
10.64	-8.354	-7.971	-4.912	-7.634	-5.211	-5.134	-8.651	-4.64	-8.649	-9.122	-5.623	-3.462	-7.237	-5.466	-7.823
10.65	-8.216	-7.683	-4.885	-7.632	-5.317	-5.293	-8.789	-4.42	-8.568	-9.11	-5.513	-3.305	-7.447	-5.237	-7.936
10.66	-8.132	-7.547	-4.944	-7.609	-5.616	-5.532	-8.721	-4.124	-8.345	-9.115	-6.118	-3.316	-7.636	-4.999	-8.04
10.67	-8.092	-7.31	-4.959	-7.585	-5.537	-5.794	-8.7	-3.807	-8.025	-9.062	-5.421	-3.318	-8.053	-4.821	-8.114
10.68	-7.957	-7.024	-4.951	-7.694	-5.445	-6.064	-8.615	-3.691	-7.6	-9.065	-5.381	-3.319	-8.201	-4.61	-8.181
10.69	-7.826	-6.697	-5.028	-7.672	-5.75	-6.347	-8.462	-3.565	-7.056	-9.002	-5.28	-3.334	-8.043	-4.383	-8.225
10.7	-7.7	-6.44	-5.072	-7.63	-5.849	-6.434	-8.167	-3.626	-6.685	-8.935	-5.166	-3.336	-8.152	-4.278	-8.301
10.71	-7.689	-5.999	-5.508	-7.309	-6.464	-6.648	-8.133	-8.184	-5.921	-8.562	-5.836	-3.49	-8.237	-4.154	-8.384
10.72	-7.221	-5.367	-5.239	-7.485	-6.169	-7.295	-8.165	-7.679	-5.018	-8.761	-5.973	-3.778	-8.355	-3.899	-8.442
10.73	-7.062	-5.096	-5.224	-7.577	-6.262	-7.4	-8.031	-7.671	-4.678	-8.624	-6.081	-3.967	-8.383	-3.862	-8.185
10.74	-6.911	-4.828	-5.168	-7.492	-6.319	-7.449	-8.061	-7.156	-4.357	-8.506	-6.154	-4.189	-8.502	-3.797	-8.549
10.75	-6.686	-4.186	-5.395	-7.465	-6.445	-7.666	-7.927	-6.884	-4.088	-8.402	-6.267	-4.46	-8.501	-3.734	-8.586
10.76	-6.509	-4.281	-5.358	-7.449	-6.552	-7.726	-7.835	-6.342	-3.895	-8.297	-6.317	-4.652	-8.499	-3.841	-8.694
10.77	-6.347	-4.008	-5.335	-7.451	-6.619	-7.553	-7.77	-6.022	-3.804	-8.161	-6.426	-4.918	-8.439	-3.887	-8.696
10.78	-6.037	-3.85	-5.381	-7.443	-6.762	-8.089	-7.39	-5.363	-3.824	-8.014	-6.475	-5.244	-8.292	-3.939	-8.727
10.79	-5.844	-3.764	-5.233	-7.463	-6.893	-8.358	-6.93	-4.943	-3.583	-8.225	-6.856	-5.449	-8.375	-4.043	-8.745
10.8	-5.675	-3.636	-5.399	-7.418	-7.034	-8.481	-6.981	-4.821	-3.864	-7.692	-7.248	-5.746	-8.271	-4.227	-8.649
10.81	-5.527	-3.576	-5.917	-7.1	-7.341	-8.188	-6.963	-4.29	-4.437	-6.733	-7.723	-5.956	-8.066	-4.343	-8.361
10.82	-4.851	-3.688	-5.508	-7.354	-7.435	-8.354	-6.343	-4.085	-5.477	-7.033	-7.504	-6.526	-7.71	-4.876	-8.224
10.83	-4.744	-3.861	-5.624	-7.399	-6.944	-8.268	-6.233	-4.145	-5.925	-6.867	-7.536	-6.793	-7.473	-5.163	-8.278
10.84	-4.453	-5.485	-5.909	-7.349	-7.658	-8.369	-6.093	-4.127	-6.373	-6.665	-7.631	-6.994	-7.287	-5.426	-8.281
