# SCAN started at: 2019-02-13 13:08:14
# Elen_Scan Mass: 146 Resolution: 100
# ----------------------------------------
# 
1.58	6.667	3.333	6.667	10
1.59	21.11	20	26.67	16.67
1.6	8.889	16.67	3.333	6.667
1.61	3.333	3.333	6.667	0
1.62	3.333	0	6.667	3.333
1.63	8.889	3.333	10	13.33
1.64	4.444	0	10	3.333
1.65	5.556	10	0	6.667
1.66	10	10	13.33	6.667
1.67	8.889	3.333	20	3.333
1.68	5.556	3.333	6.667	6.667
1.69	12.22	16.67	10	10
1.7	11.11	13.33	13.33	6.667
1.71	7.778	13.33	6.667	3.333
1.72	11.11	10	6.667	16.67
1.73	10	16.67	13.33	0
1.74	6.667	3.333	3.333	13.33
1.75	6.667	3.333	6.667	10
1.76	7.778	6.667	16.67	0
1.77	6.667	0	16.67	3.333
1.78	7.778	0	10	13.33
1.79	7.778	13.33	10	0
1.8	12.22	23.33	10	3.333
