# SCAN started at: 2019-02-13 18:44:05
# Elen_Scan Mass: 97.9 Resolution: 30
# ----------------------------------------
# 
10.5	1.2	0	2	0	0	0	0	0	0	0	2	2	0	6	0	6
10.51	0.1333	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.52	0.2667	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
10.53	0.1333	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.56	0.1333	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
10.57	0.2667	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.59	0.1333	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
10.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.61	0.1333	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
10.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.63	0.1333	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
10.64	0.1333	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
10.65	0.1333	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
10.66	0.1333	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
10.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.68	0.2667	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
10.69	0.2667	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
10.7	0.2667	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
10.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.72	0.2667	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
10.73	0.1333	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
10.74	0.4	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0
10.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.77	0.1333	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
10.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.81	0.1333	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
10.82	0.1333	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
10.83	0.4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
10.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.87	0.1333	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.89	0.1333	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
10.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.96	0.4	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
10.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.98	0.1333	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
10.99	0.1333	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
11	0.2667	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
11.01	0.1333	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
11.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.03	0.1333	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
11.04	0.1333	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
11.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.06	0.1333	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
11.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.08	0.1333	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
11.09	0.1333	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
11.1	0.1333	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.11	0.2667	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0
11.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.14	0.1333	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
11.15	0.1333	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
11.16	0.4	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0
11.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.19	0.1333	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
11.2	0.2667	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.23	0.1333	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
11.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.26	0.5333	2	0	0	0	0	0	0	0	0	4	0	0	2	0	0
11.27	0.4	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0
11.28	0.1333	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
11.29	0.1333	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
11.3	0.1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
11.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.32	1.067	0	0	0	0	0	0	8	6	0	0	0	0	0	0	2
11.33	0.2667	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
11.34	0.2667	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
11.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.38	0.1333	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
11.39	0.4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4
11.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.41	0.4	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0
11.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.43	0.2667	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
11.44	0.1333	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
11.45	0.1333	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
11.46	0.1333	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
11.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.48	0.1333	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
