# SCAN started at: 2017-07-12 09:22:09
# Elen_Scan Mass: 20.5 Resolution: 30
# ----------------------------------------
# 
19	0.0008083	0.0008071	0.0008041	0.0008032	0.0007999	0.000801	0.0007998	0.0008001	0.0007975	0.0007998	0.0007964	0.0007987	0.0007984	0.0007978	0.0007978	0.0008001	0.0008001	0.0007981	0.0007984	0.0007999	0.0007996	0.000799	0.000799	0.0007976	0.0007993	0.0007993	0.0007976	0.0007993	0.0007999	0.0007976	0.0007982	0.0007992	0.0008009	0.0008002	0.0007996	0.0008002	0.0008002	0.0007993	0.000801	0.000799	0.0007987	0.000799	0.0007987	0.0007995	0.0008006	0.0007976	0.0007998	0.0007978	0.0007969	0.0007982	0.0007962	0.0007956	0.000797	0.0007961	0.0007947	0.0007955	0.0007955	0.0007941	0.0007952	0.0007929	0.0007923	0.0007943	0.0007929	0.000792	0.0007913	0.000793	0.0007927	0.0007921	0.0007918	0.0007898	0.0007903	0.0007906	0.00079	0.0007891	0.0007901	0.0007882	0.0007885	0.0007885	0.0007882	0.0007883	0.0007866	0.0007863	0.0007877	0.0007857	0.0007857	0.0007845	0.0007859	0.0007859	0.000783	0.0007833	0.0007827	0.0007847	0.0007824	0.0007821	0.0007838	0.0007812	0.0007815	0.0007812	0.0007795	0.0007803
19.02	0.0008083	0.0008071	0.0008041	0.0008032	0.0007999	0.000801	0.0007998	0.0008001	0.0007975	0.0007998	0.0007964	0.0007987	0.0007984	0.0007978	0.0007978	0.0008001	0.0008001	0.0007981	0.0007984	0.0007999	0.0007996	0.000799	0.000799	0.0007976	0.0007993	0.0007993	0.0007976	0.0007993	0.0007999	0.0007976	0.0007982	0.0007992	0.0008009	0.0008002	0.0007996	0.0008002	0.0008002	0.0007993	0.000801	0.000799	0.0007987	0.000799	0.0007987	0.0007995	0.0008006	0.0007976	0.0007998	0.0007978	0.0007969	0.0007982	0.0007962	0.0007956	0.000797	0.0007961	0.0007947	0.0007955	0.0007955	0.0007941	0.0007952	0.0007929	0.0007923	0.0007943	0.0007929	0.000792	0.0007913	0.000793	0.0007927	0.0007921	0.0007918	0.0007898	0.0007903	0.0007906	0.00079	0.0007891	0.0007901	0.0007882	0.0007885	0.0007885	0.0007882	0.0007883	0.0007866	0.0007863	0.0007877	0.0007857	0.0007857	0.0007845	0.0007859	0.0007859	0.000783	0.0007833	0.0007827	0.0007847	0.0007824	0.0007821	0.0007838	0.0007812	0.0007815	0.0007812	0.0007795	0.0007803
19.04	0.0008083	0.0008071	0.0008041	0.0008032	0.0007999	0.000801	0.0007998	0.0008001	0.0007975	0.0007998	0.0007964	0.0007987	0.0007984	0.0007978	0.0007978	0.0008001	0.0008001	0.0007981	0.0007984	0.0007999	0.0007996	0.000799	0.000799	0.0007976	0.0007993	0.0007993	0.0007976	0.0007993	0.0007999	0.0007976	0.0007982	0.0007992	0.0008009	0.0008002	0.0007996	0.0008002	0.0008002	0.0007993	0.000801	0.000799	0.0007987	0.000799	0.0007987	0.0007995	0.0008006	0.0007976	0.0007998	0.0007978	0.0007969	0.0007982	0.0007962	0.0007956	0.000797	0.0007961	0.0007947	0.0007955	0.0007955	0.0007941	0.0007952	0.0007929	0.0007923	0.0007943	0.0007929	0.000792	0.0007913	0.000793	0.0007927	0.0007921	0.0007918	0.0007898	0.0007903	0.0007906	0.00079	0.0007891	0.0007901	0.0007882	0.0007885	0.0007885	0.0007882	0.0007883	0.0007866	0.0007863	0.0007877	0.0007857	0.0007857	0.0007845	0.0007859	0.0007859	0.000783	0.0007833	0.0007827	0.0007847	0.0007824	0.0007821	0.0007838	0.0007812	0.0007815	0.0007812	0.0007795	0.0007803
19.06	0.0008083	0.0008071	0.0008041	0.0008032	0.0007999	0.000801	0.0007998	0.0008001	0.0007975	0.0007998	0.0007964	0.0007987	0.0007984	0.0007978	0.0007978	0.0008001	0.0008001	0.0007981	0.0007984	0.0007999	0.0007996	0.000799	0.000799	0.0007976	0.0007993	0.0007993	0.0007976	0.0007993	0.0007999	0.0007976	0.0007982	0.0007992	0.0008009	0.0008002	0.0007996	0.0008002	0.0008002	0.0007993	0.000801	0.000799	0.0007987	0.000799	0.0007987	0.0007995	0.0008006	0.0007976	0.0007998	0.0007978	0.0007969	0.0007982	0.0007962	0.0007956	0.000797	0.0007961	0.0007947	0.0007955	0.0007955	0.0007941	0.0007952	0.0007929	0.0007923	0.0007943	0.0007929	0.000792	0.0007913	0.000793	0.0007927	0.0007921	0.0007918	0.0007898	0.0007903	0.0007906	0.00079	0.0007891	0.0007901	0.0007882	0.0007885	0.0007885	0.0007882	0.0007883	0.0007866	0.0007863	0.0007877	0.0007857	0.0007857	0.0007845	0.0007859	0.0007859	0.000783	0.0007833	0.0007827	0.0007847	0.0007824	0.0007821	0.0007838	0.0007812	0.0007815	0.0007812	0.0007795	0.0007803
19.08	0.0008083	0.0008071	0.0008041	0.0008032	0.0007999	0.000801	0.0007998	0.0008001	0.0007975	0.0007998	0.0007964	0.0007987	0.0007984	0.0007978	0.0007978	0.0008001	0.0008001	0.0007981	0.0007984	0.0007999	0.0007996	0.000799	0.000799	0.0007976	0.0007993	0.0007993	0.0007976	0.0007993	0.0007999	0.0007976	0.0007982	0.0007992	0.0008009	0.0008002	0.0007996	0.0008002	0.0008002	0.0007993	0.000801	0.000799	0.0007987	0.000799	0.0007987	0.0007995	0.0008006	0.0007976	0.0007998	0.0007978	0.0007969	0.0007982	0.0007962	0.0007956	0.000797	0.0007961	0.0007947	0.0007955	0.0007955	0.0007941	0.0007952	0.0007929	0.0007923	0.0007943	0.0007929	0.000792	0.0007913	0.000793	0.0007927	0.0007921	0.0007918	0.0007898	0.0007903	0.0007906	0.00079	0.0007891	0.0007901	0.0007882	0.0007885	0.0007885	0.0007882	0.0007883	0.0007866	0.0007863	0.0007877	0.0007857	0.0007857	0.0007845	0.0007859	0.0007859	0.000783	0.0007833	0.0007827	0.0007847	0.0007824	0.0007821	0.0007838	0.0007812	0.0007815	0.0007812	0.0007795	0.0007803
19.1	0.0008083	0.0008071	0.0008041	0.0008032	0.0007999	0.000801	0.0007998	0.0008001	0.0007975	0.0007998	0.0007964	0.0007987	0.0007984	0.0007978	0.0007978	0.0008001	0.0008001	0.0007981	0.0007984	0.0007999	0.0007996	0.000799	0.000799	0.0007976	0.0007993	0.0007993	0.0007976	0.0007993	0.0007999	0.0007976	0.0007982	0.0007992	0.0008009	0.0008002	0.0007996	0.0008002	0.0008002	0.0007993	0.000801	0.000799	0.0007987	0.000799	0.0007987	0.0007995	0.0008006	0.0007976	0.0007998	0.0007978	0.0007969	0.0007982	0.0007962	0.0007956	0.000797	0.0007961	0.0007947	0.0007955	0.0007955	0.0007941	0.0007952	0.0007929	0.0007923	0.0007943	0.0007929	0.000792	0.0007913	0.000793	0.0007927	0.0007921	0.0007918	0.0007898	0.0007903	0.0007906	0.00079	0.0007891	0.0007901	0.0007882	0.0007885	0.0007885	0.0007882	0.0007883	0.0007866	0.0007863	0.0007877	0.0007857	0.0007857	0.0007845	0.0007859	0.0007859	0.000783	0.0007833	0.0007827	0.0007847	0.0007824	0.0007821	0.0007838	0.0007812	0.0007815	0.0007812	0.0007795	0.0007803
19.12	0.0008083	0.0008071	0.0008041	0.0008032	0.0007999	0.000801	0.0007998	0.0008001	0.0007975	0.0007998	0.0007964	0.0007987	0.0007984	0.0007978	0.0007978	0.0008001	0.0008001	0.0007981	0.0007984	0.0007999	0.0007996	0.000799	0.000799	0.0007976	0.0007993	0.0007993	0.0007976	0.0007993	0.0007999	0.0007976	0.0007982	0.0007992	0.0008009	0.0008002	0.0007996	0.0008002	0.0008002	0.0007993	0.000801	0.000799	0.0007987	0.000799	0.0007987	0.0007995	0.0008006	0.0007976	0.0007998	0.0007978	0.0007969	0.0007982	0.0007962	0.0007956	0.000797	0.0007961	0.0007947	0.0007955	0.0007955	0.0007941	0.0007952	0.0007929	0.0007923	0.0007943	0.0007929	0.000792	0.0007913	0.000793	0.0007927	0.0007921	0.0007918	0.0007898	0.0007903	0.0007906	0.00079	0.0007891	0.0007901	0.0007882	0.0007885	0.0007885	0.0007882	0.0007883	0.0007866	0.0007863	0.0007877	0.0007857	0.0007857	0.0007845	0.0007859	0.0007859	0.000783	0.0007833	0.0007827	0.0007847	0.0007824	0.0007821	0.0007838	0.0007812	0.0007815	0.0007812	0.0007795	0.0007803
19.14	0.0008083	0.0008071	0.0008041	0.0008032	0.0007999	0.000801	0.0007998	0.0008001	0.0007975	0.0007998	0.0007964	0.0007987	0.0007984	0.0007978	0.0007978	0.0008001	0.0008001	0.0007981	0.0007984	0.0007999	0.0007996	0.000799	0.000799	0.0007976	0.0007993	0.0007993	0.0007976	0.0007993	0.0007999	0.0007976	0.0007982	0.0007992	0.0008009	0.0008002	0.0007996	0.0008002	0.0008002	0.0007993	0.000801	0.000799	0.0007987	0.000799	0.0007987	0.0007995	0.0008006	0.0007976	0.0007998	0.0007978	0.0007969	0.0007982	0.0007962	0.0007956	0.000797	0.0007961	0.0007947	0.0007955	0.0007955	0.0007941	0.0007952	0.0007929	0.0007923	0.0007943	0.0007929	0.000792	0.0007913	0.000793	0.0007927	0.0007921	0.0007918	0.0007898	0.0007903	0.0007906	0.00079	0.0007891	0.0007901	0.0007882	0.0007885	0.0007885	0.0007882	0.0007883	0.0007866	0.0007863	0.0007877	0.0007857	0.0007857	0.0007845	0.0007859	0.0007859	0.000783	0.0007833	0.0007827	0.0007847	0.0007824	0.0007821	0.0007838	0.0007812	0.0007815	0.0007812	0.0007795	0.0007803
19.16	0.0008083	0.0008071	0.0008041	0.0008032	0.0007999	0.000801	0.0007998	0.0008001	0.0007975	0.0007998	0.0007964	0.0007987	0.0007984	0.0007978	0.0007978	0.0008001	0.0008001	0.0007981	0.0007984	0.0007999	0.0007996	0.000799	0.000799	0.0007976	0.0007993	0.0007993	0.0007976	0.0007993	0.0007999	0.0007976	0.0007982	0.0007992	0.0008009	0.0008002	0.0007996	0.0008002	0.0008002	0.0007993	0.000801	0.000799	0.0007987	0.000799	0.0007987	0.0007995	0.0008006	0.0007976	0.0007998	0.0007978	0.0007969	0.0007982	0.0007962	0.0007956	0.000797	0.0007961	0.0007947	0.0007955	0.0007955	0.0007941	0.0007952	0.0007929	0.0007923	0.0007943	0.0007929	0.000792	0.0007913	0.000793	0.0007927	0.0007921	0.0007918	0.0007898	0.0007903	0.0007906	0.00079	0.0007891	0.0007901	0.0007882	0.0007885	0.0007885	0.0007882	0.0007883	0.0007866	0.0007863	0.0007877	0.0007857	0.0007857	0.0007845	0.0007859	0.0007859	0.000783	0.0007833	0.0007827	0.0007847	0.0007824	0.0007821	0.0007838	0.0007812	0.0007815	0.0007812	0.0007795	0.0007803
19.18	0.0008083	0.0008071	0.0008041	0.0008032	0.0007999	0.000801	0.0007998	0.0008001	0.0007975	0.0007998	0.0007964	0.0007987	0.0007984	0.0007978	0.0007978	0.0008001	0.0008001	0.0007981	0.0007984	0.0007999	0.0007996	0.000799	0.000799	0.0007976	0.0007993	0.0007993	0.0007976	0.0007993	0.0007999	0.0007976	0.0007982	0.0007992	0.0008009	0.0008002	0.0007996	0.0008002	0.0008002	0.0007993	0.000801	0.000799	0.0007987	0.000799	0.0007987	0.0007995	0.0008006	0.0007976	0.0007998	0.0007978	0.0007969	0.0007982	0.0007962	0.0007956	0.000797	0.0007961	0.0007947	0.0007955	0.0007955	0.0007941	0.0007952	0.0007929	0.0007923	0.0007943	0.0007929	0.000792	0.0007913	0.000793	0.0007927	0.0007921	0.0007918	0.0007898	0.0007903	0.0007906	0.00079	0.0007891	0.0007901	0.0007882	0.0007885	0.0007885	0.0007882	0.0007883	0.0007866	0.0007863	0.0007877	0.0007857	0.0007857	0.0007845	0.0007859	0.0007859	0.000783	0.0007833	0.0007827	0.0007847	0.0007824	0.0007821	0.0007838	0.0007812	0.0007815	0.0007812	0.0007795	0.0007803
