# SCAN started at: 2017-02-21 15:10:32
# Elen_Scan Temperature: 100K Mass: 20.2 Resolution: 30
# ----------------------------------------
# 
19	0.7667	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	2	2	0	0	1	1	1	0	0	2	1	1	1	0	1
19.05	0.7667	0	0	1	3	0	0	1	0	0	0	0	1	1	2	0	1	0	0	1	0	2	3	1	0	0	2	3	0	0	1
19.1	0.7	1	0	0	3	0	3	1	0	0	0	0	0	1	0	0	1	0	2	0	3	0	0	0	0	1	0	1	0	2	2
19.15	0.5	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	1	0	0	0	0	2	1	0	0	1	3	0	1	0
19.2	0.8	0	0	0	1	2	0	0	2	3	4	4	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	1	0	2
19.25	0.5333	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	1	0	1	0	2	1	1	0	3	0	0	1	0	0	1
19.3	1.1	1	5	2	0	3	0	3	2	0	1	0	0	1	0	2	1	0	0	3	0	1	2	0	0	3	0	0	3	0	0
19.35	0.7333	0	0	1	1	0	1	0	1	0	2	2	1	1	0	1	1	1	0	1	2	2	0	0	0	1	0	2	1	0	0
19.4	0.7333	0	0	0	1	2	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	2	0	2	3	0	1	2	1	2	1
19.45	1.033	1	0	0	1	1	2	0	4	0	3	0	0	0	0	0	1	0	2	0	2	1	1	1	0	1	3	2	2	2	1
19.5	0.7667	0	1	3	1	0	0	1	0	0	0	0	0	0	0	4	0	1	1	0	0	0	2	0	0	1	2	5	0	0	1
19.55	1	1	0	2	0	1	0	1	3	0	4	0	3	0	0	3	1	0	3	0	0	0	0	1	1	2	1	0	1	0	2
19.6	0.5333	0	0	0	3	1	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	2
19.65	0.5333	1	1	1	0	2	0	0	0	2	0	1	0	0	0	0	0	0	1	0	4	1	1	0	0	0	0	1	0	0	0
19.7	0.7667	0	1	3	0	0	0	0	0	3	0	0	1	1	0	1	0	4	0	1	0	0	0	2	0	0	2	0	3	1	0
19.75	0.8	2	1	0	1	1	0	0	1	2	0	2	0	3	3	0	0	0	1	0	2	0	0	0	1	0	0	1	1	1	1
19.8	0.7	1	1	0	0	1	0	0	2	0	2	3	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	4	1	2
19.85	0.7667	3	1	0	1	0	2	2	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	3	2	0	0	2
19.9	0.6	0	0	2	1	2	1	1	1	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	2	0	0	1	1
19.95	1.267	2	2	1	3	0	2	1	1	0	2	1	0	0	1	2	0	2	1	1	0	1	0	0	1	0	1	1	2	5	5
20	0.8333	1	2	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	2	3	2	3	0	2	0
20.05	1.033	1	0	1	1	1	0	0	2	1	2	1	0	0	5	1	3	0	1	2	3	0	0	0	0	0	2	1	2	1	0
