# SCAN started at: 2017-07-12 09:22:09
# Elen_Scan Mass: 20.5 Resolution: 30
# ----------------------------------------
# 
19	3.4	0	10	0	0	0	0	0	0	0	20	0	10	0	0	30	20	0	0	10	0	0	0	20	0	20	0	20	0	0	0	10	0	0	0	0	10	0	10	0	10	0	0	0	30	0	0	20	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	20	0	0	30	10	0
19.02	1.4	0	10	0	0	0	0	0	0	10	10	0	0	10	0	0	0	0	0	20	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0
19.04	1.2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	20	0	0	0	0	0
19.06	2.2	0	0	0	0	0	0	20	0	0	0	0	0	0	10	0	0	10	20	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	10	0	20	0	0	10	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
19.08	3.3	10	0	0	0	10	0	0	0	0	30	0	0	10	0	10	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	30	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	30	0	10	10	10	0	10	0	0	0	0	0	0	10	0	40	0	0	10	0	0	10	0	0
19.1	3.6	0	0	0	0	10	0	0	0	20	10	0	0	0	10	10	0	10	0	10	0	0	0	0	0	0	0	0	10	0	0	0	20	10	0	0	0	0	0	0	0	50	0	0	0	0	0	0	10	0	10	0	0	0	20	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	0	20	0	0	30	10	10	0	0	0	0	0	10	20	0
19.12	1.7	0	0	0	0	0	0	0	10	0	0	0	10	0	10	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	20	20	0	0	20	0	0
19.14	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	10	10	0	0	0	0	0	20	0	0	0	0	0	20	0	0	0	10	0	0	0	10	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	20	20	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0
19.16	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	0	20	0	0	0	0	0	0	0	0	10	0	0	10	0	0	20	0	10	0	0	0	0	0	0	0	0	10	0	0	20	0	10	30	0	0	0	10	0	20	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	20
19.18	1.8	0	20	10	0	0	0	0	0	10	0	0	10	10	0	0	0	0	30	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	10	0	0	0	0	0	0
19.2	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	10	0	10	0	0	0	0	20	0	0	0	0	10	0	0	0	0	0	0	0	0	20	0	0	0	10
19.22	2.1	10	10	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	20	0	0	0	0	0	0	0	10	10	0	10	20	0	0	0	0	0	0	0	0	0	0	20	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	10	0	0	0	0	0
19.24	2.3	0	0	0	0	0	0	10	0	10	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	20	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	20	0	20	0	0	0	0	0	0	0	0	30	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	10	0	10	0	0	10	0	0	0	0	0
