# XGS2: >3.490E-08,1.627E-08,OPEN     ,4.367E+00,OPEN     ,OPEN
# 2019-02-13 06:55:44
# 
10	3.549e-08
10.1	3.549e-08
10.2	3.549e-08
10.3	3.549e-08
10.4	3.549e-08
10.5	3.549e-08
10.6	3.549e-08
10.7	3.549e-08
10.8	3.549e-08
10.9	3.549e-08
11	3.546e-08
11.1	3.546e-08
11.2	3.546e-08
11.3	3.546e-08
11.4	3.546e-08
11.5	3.546e-08
11.6	3.546e-08
11.7	3.546e-08
11.8	3.546e-08
11.9	3.546e-08
12	3.526e-08
12.1	3.526e-08
12.2	3.526e-08
12.3	3.526e-08
12.4	3.526e-08
12.5	3.526e-08
12.6	3.526e-08
12.7	3.526e-08
12.8	3.526e-08
12.9	3.526e-08
13	3.545e-08
13.1	3.545e-08
13.2	3.545e-08
13.3	3.545e-08
13.4	3.545e-08
13.5	3.545e-08
13.6	3.545e-08
13.7	3.545e-08
13.8	3.545e-08
13.9	3.545e-08
14	3.542e-08
14.1	3.542e-08
14.2	3.542e-08
14.3	3.542e-08
14.4	3.542e-08
14.5	3.542e-08
14.6	3.542e-08
14.7	3.542e-08
14.8	3.542e-08
14.9	3.542e-08
15	3.519e-08
15.1	3.519e-08
15.2	3.519e-08
15.3	3.519e-08
15.4	3.519e-08
15.5	3.519e-08
15.6	3.519e-08
15.7	3.519e-08
15.8	3.519e-08
15.9	3.519e-08
16	3.517e-08
16.1	3.517e-08
16.2	3.517e-08
16.3	3.517e-08
16.4	3.517e-08
16.5	3.517e-08
16.6	3.517e-08
16.7	3.517e-08
16.8	3.517e-08
16.9	3.517e-08
17	3.517e-08
17.1	3.517e-08
17.2	3.517e-08
17.3	3.517e-08
17.4	3.517e-08
17.5	3.517e-08
17.6	3.517e-08
17.7	3.517e-08
17.8	3.517e-08
17.9	3.517e-08
18	3.536e-08
18.1	3.536e-08
18.2	3.536e-08
18.3	3.536e-08
18.4	3.536e-08
18.5	3.536e-08
18.6	3.536e-08
18.7	3.536e-08
18.8	3.536e-08
18.9	3.536e-08
19	3.509e-08
19.1	3.509e-08
19.2	3.509e-08
19.3	3.509e-08
19.4	3.509e-08
19.5	3.509e-08
19.6	3.509e-08
19.7	3.509e-08
19.8	3.509e-08
19.9	3.509e-08
20	3.533e-08
20.1	3.533e-08
20.2	3.533e-08
20.3	3.533e-08
20.4	3.533e-08
20.5	3.533e-08
20.6	3.533e-08
20.7	3.533e-08
20.8	3.533e-08
20.9	3.533e-08
21	3.509e-08
21.1	3.509e-08
21.2	3.509e-08
21.3	3.509e-08
21.4	3.509e-08
21.5	3.509e-08
21.6	3.509e-08
21.7	3.509e-08
21.8	3.509e-08
21.9	3.509e-08
22	3.515e-08
22.1	3.515e-08
22.2	3.515e-08
22.3	3.515e-08
22.4	3.515e-08
22.5	3.515e-08
22.6	3.515e-08
22.7	3.515e-08
22.8	3.515e-08
22.9	3.515e-08
23	3.536e-08
23.1	3.536e-08
23.2	3.536e-08
23.3	3.536e-08
23.4	3.536e-08
