# SCAN started at: 2019-02-12 11:46:01
# Elen_Scan Mass: 20.3 Resolution: 30
# ----------------------------------------
# 
18.5	-5.124	-1.407	-4.965	-4.046	-2.636	-0.4867	-3.596	-4.408	-4.52	-2.99	-0.3248	-2.785	-4.727	-1.438	-0.3935	-3.219	-0.8767	-0.5826	-0.6325	-2.262	-0.6837	-2.192	-0.8222	-5.284	-1.623	0	0	0	0	0
18.51	-4.849	-0.8314	-3.344	-1.622	-1.239	-0.2343	-4.258	-3.255	-4.473	-3.735	-0.04525	-2.701	-3.656	-3.762	-0.1201	-2.176	-2.58	-2.857	-2.127	-1.175	-1.401	-4.749	-2.075	-2.832	-1	0	0	0	0	0
18.52	-6.096	-1.984	-1.409	-3.718	-4.766	-0.2556	-4.719	-2.308	-4.221	-3.448	-4.797	-3.367	-1.93	-3.35	-4.937	-1.813	-3.396	-3.74	-3.193	-1.63	-2.053	-1.407	-2.793	-2.493	-5.179	0	0	0	0	0
18.53	-3.768	-0.3839	-3.706	-3.647	-0.4552	-4.971	-0.4444	-3.001	-0.8824	-1.601	-4.799	-2.286	-3.353	-1.417	-0.3784	-3.637	-2.978	-3.97	-3.376	-2.122	-4.011	-1.051	-3.004	-3.68	-4.555	0	0	0	0	0
18.54	-3.795	-4.681	-1.733	-3.535	-4.849	-4.974	-4.65	-2.223	-4.572	-1.384	-4.827	-1.821	-3.597	-3.453	-5.098	-3.551	-2.126	-1.635	-3.689	-3.863	-4.139	-4.72	-3.245	-2.635	-3.869	0	0	0	0	0
18.55	-3.812	-1.986	-1.874	-2.09	-0.4135	-4.98	-0.5212	-3.278	-0.5581	-4.155	-0.6275	-3.703	-2.006	-2.189	-0.5105	-2.231	-2.063	-1.537	-2.116	-3.819	-1.899	-4.759	-3.132	-3.644	-1.642	0	0	0	0	0
18.56	-3.126	-4.505	-2.388	-2.257	-0.4572	-0.4085	-0.7816	-3.335	-0.542	-4.248	-0.4881	-1.543	-1.946	-2.287	-0.5039	-2.323	-3.841	-4.37	-1.868	-2.316	-1.869	-1.423	-3.188	-3.634	0	0	0	0	0	0
18.57	-3.791	-0.7897	-3.418	-2.498	-5.203	-5.021	-4.847	-3.442	-0.6309	-0.8205	-4.813	-1.771	-1.936	-3.584	-0.4894	-2.466	-3.97	-1.271	-1.758	-2.365	-1.806	-1.383	-3.076	-3.601	0	0	0	0	0	0
18.58	-2.865	-3.928	-3.341	-2.558	-0.4244	-0.3946	-0.6583	-1.915	-5.008	-0.6953	-4.863	-1.414	-1.723	-3.379	-5.2	-3.25	-1.892	-4.706	-1.742	-3.77	-1.713	-4.906	-3.206	-2.896	0	0	0	0	0	0
18.59	-3.902	-0.5205	-3.271	-2.857	-4.975	-5.03	-4.85	-4.056	-5.22	-5.002	-4.876	-3.974	-3.712	-3.569	-0.4947	-3.073	-1.814	-1.056	-4.717	-2.497	-4.562	-4.975	-3.303	-2.923	0	0	0	0	0	0
18.6	-3.96	-2.313	-3.069	-2.685	-0.3598	-5.06	-0.6284	-3.726	-0.2816	-5.01	-4.906	-4.207	-1.696	-2.212	-5.274	-2.841	-4.245	-4.953	-4.777	-3.684	-4.624	-1.225	-3.108	-3.318	0	0	0	0	0	0
18.61	-3.723	-2.625	-3.234	-2.756	-0.3782	-4.994	-0.6097	-3.708	-0.2761	-5.142	-4.798	-4.506	-4.232	-2.036	-5.27	-2.867	-4.648	-0.6118	-5.139	-3.32	-4.575	-1.332	-2.782	-3.683	0	0	0	0	0	0
18.62	-2.257	-5.068	-2.745	-2.279	-0.3954	-5.062	-0.7781	-4.006	-0.7943	-5.018	-4.923	-4.351	-3.845	-1.99	-5.278	-3.764	-4.601	-4.843	-5.247	-3.531	-4.825	-1.126	-2.962	-3.348	0	0	0	0	0	0
18.63	-4.23	-2.093	-2.612	-2.2	-5.312	-0.5173	-0.7955	-1.489	-0.3685	-0.5062	-0.6673	-1.168	-1.806	-3.677	-5.281	-3.41	-4.703	-0.6142	-0.8306	-3.396	-4.875	-1.104	-2.913	-3.334	0	0	0	0	0	0
18.64	-4.239	-2.216	-2.469	-2.04	-0.4196	-5.079	-4.758	-4.164	-0.4386	-0.6443	-0.6586	-4.366	-1.664	-3.676	-0.536	-2.414	-1.264	-1.029	-0.8099	-2.743	-1.167	-1.011	-3.684	-3.268	0	0	0	0	0	0
18.65	-1.985	-0.5434	-2.344	-3.651	-5.178	-0.5035	-4.744	-1.369	-5.108	-1.483	-4.892	-1.265	-1.735	-1.898	-0.5651	-3.677	-4.881	-1.916	-5.464	-2.777	-1.323	-5.437	-3.688	-3.313	0	0	0	0	0	0
18.66	-1.917	-0.9118	-3.515	-1.863	-0.3891	-5.069	-0.9125	-1.308	-5.067	-1.092	-5.149	-1.307	-4.06	-1.979	-0.8844	-2.141	-1.083	-4.095	-0.74	-3.427	-4.981	-5.423	-2.759	-3.336	0	0	0	0	0	0
18.67	-1.874	-1.121	-3.676	-1.728	-0.4101	-0.5622	-0.9847	-4.417	-0.7748	-4.306	-4.897	-4.363	-3.98	-3.737	-5.22	-4.061	-5.035	-4.509	-5.444	-3.433	-5.118	-0.9024	-2.714	-3.219	0	0	0	0	0	0
18.68	-1.732	-5.102	-3.774	-1.617	-5.082	-5.068	-0.9783	-4.421	-0.8496	-3.998	-0.5159	-1.301	-1.503	-4.075	-0.6688	-4.04	-0.9272	-4.505	-0.8216	-2.925	-5.094	-5.519	-2.597	-2.643	0	0	0	0	0	0
18.69	-1.665	-1.162	-1.83	-1.538	-5.27	-0.5913	-4.621	-1.101	-0.9863	-1.984	-0.6917	-4.524	-1.608	-2.049	-0.7495	-1.808	-5.17	-4.296	-0.8652	-2.868	-5.239	-0.9116	-3.595	-3.115	0	0	0	0	0	0
