# XGS2: >8.616E-07,1.856E-08,OPEN     ,4.020E+00,OPEN     ,OPEN
# 2019-02-12 09:12:47
# 
0	8.616e-07	8.654e-07	8.619e-07
0.01	8.616e-07	8.654e-07	8.619e-07
0.02	8.616e-07	8.654e-07	8.619e-07
0.03	8.616e-07	8.654e-07	8.619e-07
0.04	8.616e-07	8.654e-07	8.619e-07
0.05	8.616e-07	8.654e-07	8.619e-07
0.06	8.616e-07	8.654e-07	8.619e-07
0.07	8.616e-07	8.654e-07	8.619e-07
0.08	8.616e-07	8.654e-07	8.619e-07
0.09	8.616e-07	8.654e-07	8.619e-07
0.1	8.654e-07	8.654e-07	8.658e-07
0.11	8.654e-07	8.654e-07	8.658e-07
0.12	8.654e-07	8.654e-07	8.658e-07
0.13	8.654e-07	8.654e-07	8.658e-07
0.14	8.654e-07	8.654e-07	8.658e-07
0.15	8.654e-07	8.654e-07	8.658e-07
0.16	8.654e-07	8.654e-07	8.658e-07
0.17	8.654e-07	8.654e-07	8.658e-07
0.18	8.654e-07	8.654e-07	8.658e-07
0.19	8.654e-07	8.654e-07	8.658e-07
0.2	8.616e-07	8.654e-07	8.651e-07
0.21	8.616e-07	8.654e-07	8.651e-07
0.22	8.616e-07	8.654e-07	8.651e-07
0.23	8.616e-07	8.654e-07	8.651e-07
0.24	8.616e-07	8.654e-07	8.651e-07
0.25	8.616e-07	8.654e-07	8.651e-07
0.26	8.616e-07	8.654e-07	8.651e-07
0.27	8.616e-07	8.654e-07	8.651e-07
0.28	8.616e-07	8.654e-07	8.651e-07
0.29	8.616e-07	8.654e-07	8.651e-07
0.3	8.654e-07	8.654e-07	8.69e-07
0.31	8.654e-07	8.654e-07	8.69e-07
0.32	8.654e-07	8.654e-07	8.69e-07
0.33	8.654e-07	8.654e-07	8.69e-07
0.34	8.654e-07	8.654e-07	8.69e-07
0.35	8.654e-07	8.654e-07	8.69e-07
0.36	8.654e-07	8.654e-07	8.69e-07
0.37	8.654e-07	8.654e-07	8.69e-07
0.38	8.654e-07	8.654e-07	8.69e-07
0.39	8.654e-07	8.654e-07	8.69e-07
0.4	8.577e-07	8.654e-07	8.654e-07
0.41	8.577e-07	8.654e-07	8.654e-07
0.42	8.577e-07	8.654e-07	8.654e-07
0.43	8.577e-07	8.654e-07	8.654e-07
0.44	8.577e-07	8.654e-07	8.654e-07
0.45	8.577e-07	8.654e-07	8.654e-07
0.46	8.577e-07	8.654e-07	8.654e-07
0.47	8.577e-07	8.654e-07	8.654e-07
0.48	8.577e-07	8.654e-07	8.654e-07
0.49	8.577e-07	8.654e-07	8.654e-07
0.5	8.616e-07	8.651e-07	8.619e-07
0.51	8.616e-07	8.651e-07	8.619e-07
0.52	8.616e-07	8.651e-07	8.619e-07
0.53	8.616e-07	8.651e-07	8.619e-07
0.54	8.616e-07	8.651e-07	8.619e-07
0.55	8.616e-07	8.651e-07	8.619e-07
0.56	8.616e-07	8.651e-07	8.619e-07
0.57	8.616e-07	8.651e-07	8.619e-07
0.58	8.616e-07	8.651e-07	8.619e-07
0.59	8.616e-07	8.651e-07	8.619e-07
0.6	8.651e-07	8.651e-07	8.616e-07
0.61	8.651e-07	8.651e-07	8.616e-07
0.62	8.651e-07	8.651e-07	8.616e-07
0.63	8.651e-07	8.651e-07	8.616e-07
0.64	8.651e-07	8.651e-07	8.616e-07
0.65	8.651e-07	8.651e-07	8.616e-07
0.66	8.651e-07	8.651e-07	8.616e-07
0.67	8.651e-07	8.651e-07	8.616e-07
0.68	8.651e-07	8.651e-07	8.616e-07
0.69	8.651e-07	8.651e-07	8.616e-07
0.7	8.654e-07	8.69e-07	8.658e-07
0.71	8.654e-07	8.69e-07	8.658e-07
0.72	8.654e-07	8.69e-07	8.658e-07
0.73	8.654e-07	8.69e-07	8.658e-07
0.74	8.654e-07	8.69e-07	8.658e-07
0.75	8.654e-07	8.69e-07	8.658e-07
0.76	8.654e-07	8.69e-07	8.658e-07
0.77	8.654e-07	8.69e-07	8.658e-07
0.78	8.654e-07	8.69e-07	8.658e-07
0.79	8.654e-07	8.69e-07	8.658e-07
0.8	8.654e-07	8.654e-07	8.654e-07
0.81	8.654e-07	8.654e-07	8.654e-07
0.82	8.654e-07	8.654e-07	8.654e-07
0.83	8.654e-07	8.654e-07	8.654e-07
0.84	8.654e-07	8.654e-07	8.654e-07
0.85	8.654e-07	8.654e-07	8.654e-07
0.86	8.654e-07	8.654e-07	8.654e-07
0.87	8.654e-07	8.654e-07	8.654e-07
0.88	8.654e-07	8.654e-07	8.654e-07
0.89	8.654e-07	8.654e-07	8.654e-07
0.9	8.654e-07	8.654e-07	8.654e-07
0.91	8.654e-07	8.654e-07	8.654e-07
0.92	8.654e-07	8.654e-07	8.654e-07
0.93	8.654e-07	8.654e-07	8.654e-07
0.94	8.654e-07	8.654e-07	8.654e-07
0.95	8.654e-07	8.654e-07	8.654e-07
0.96	8.654e-07	8.654e-07	8.654e-07
0.97	8.654e-07	8.654e-07	8.654e-07
0.98	8.654e-07	8.654e-07	8.654e-07
0.99	8.654e-07	8.654e-07	8.654e-07
1	8.654e-07	8.658e-07	8.654e-07
1.01	8.654e-07	8.658e-07	8.654e-07
1.02	8.654e-07	8.658e-07	8.654e-07
1.03	8.654e-07	8.658e-07	8.654e-07
1.04	8.654e-07	8.658e-07	8.654e-07
1.05	8.654e-07	8.658e-07	8.654e-07
1.06	8.654e-07	8.658e-07	8.654e-07
1.07	8.654e-07	8.658e-07	8.654e-07
1.08	8.654e-07	8.658e-07	8.654e-07
1.09	8.654e-07	8.658e-07	8.654e-07
1.1	8.693e-07	8.658e-07	8.658e-07
1.11	8.693e-07	8.658e-07	8.658e-07
1.12	8.693e-07	8.658e-07	8.658e-07
1.13	8.693e-07	8.658e-07	8.658e-07
1.14	8.693e-07	8.658e-07	8.658e-07
1.15	8.693e-07	8.658e-07	8.658e-07
1.16	8.693e-07	8.658e-07	8.658e-07
1.17	8.693e-07	8.658e-07	8.658e-07
1.18	8.693e-07	8.658e-07	8.658e-07
1.19	8.693e-07	8.658e-07	8.658e-07
1.2	8.658e-07	8.619e-07	8.697e-07
1.21	8.658e-07	8.619e-07	8.697e-07
1.22	8.658e-07	8.619e-07	8.697e-07
1.23	8.658e-07	8.619e-07	8.697e-07
1.24	8.658e-07	8.619e-07	8.697e-07
1.25	8.658e-07	8.619e-07	8.697e-07
1.26	8.658e-07	8.619e-07	8.697e-07
1.27	8.658e-07	8.619e-07	8.697e-07
1.28	8.658e-07	8.619e-07	8.697e-07
1.29	8.658e-07	8.619e-07	8.697e-07
1.3	8.658e-07	8.658e-07	8.732e-07
1.31	8.658e-07	8.658e-07	8.732e-07
1.32	8.658e-07	8.658e-07	8.732e-07
1.33	8.658e-07	8.658e-07	8.732e-07
1.34	8.658e-07	8.658e-07	8.732e-07
1.35	8.658e-07	8.658e-07	8.732e-07
1.36	8.658e-07	8.658e-07	8.732e-07
1.37	8.658e-07	8.658e-07	8.732e-07
1.38	8.658e-07	8.658e-07	8.732e-07
1.39	8.658e-07	8.658e-07	8.732e-07
1.4	8.658e-07	8.658e-07	8.693e-07
1.41	8.658e-07	8.658e-07	8.693e-07
1.42	8.658e-07	8.658e-07	8.693e-07
1.43	8.658e-07	8.658e-07	8.693e-07
1.44	8.658e-07	8.658e-07	8.693e-07
1.45	8.658e-07	8.658e-07	8.693e-07
1.46	8.658e-07	8.658e-07	8.693e-07
1.47	8.658e-07	8.658e-07	8.693e-07
1.48	8.658e-07	8.658e-07	8.693e-07
1.49	8.658e-07	8.658e-07	8.693e-07
1.5	8.654e-07	8.693e-07	8.69e-07
1.51	8.654e-07	8.693e-07	8.69e-07
1.52	8.654e-07	8.693e-07	8.69e-07
1.53	8.654e-07	8.693e-07	8.69e-07
1.54	8.654e-07	8.693e-07	8.69e-07
1.55	8.654e-07	8.693e-07	8.69e-07
1.56	8.654e-07	8.693e-07	8.69e-07
1.57	8.654e-07	8.693e-07	8.69e-07
1.58	8.654e-07	8.693e-07	8.69e-07
1.59	8.654e-07	8.693e-07	8.69e-07
1.6	8.654e-07	8.658e-07	8.654e-07
1.61	8.654e-07	8.658e-07	8.654e-07
