# SCAN started at: 2019-02-12 09:23:54
# Mass_Scan Elen: _70
# ----------------------------------------
# XGS2: >2.126E-07,1.971E-08,OPEN     ,4.990E+00,OPEN     ,OPEN
# 2019-02-12 10:48:00
# 
10	0	0	0	0	0	0
10.1	0	0	0	0	0	0
10.2	0.4	0	2	0	0	0
10.3	0.4	0	0	0	2	0
10.4	1.2	4	0	0	0	2
10.5	1.2	2	2	0	0	2
10.6	0	0	0	0	0	0
10.7	0.8	0	4	0	0	0
10.8	0	0	0	0	0	0
10.9	0	0	0	0	0	0
11	0	0	0	0	0	0
11.1	0	0	0	0	0	0
11.2	0.4	0	0	0	2	0
11.3	0	0	0	0	0	0
11.4	0	0	0	0	0	0
11.5	0	0	0	0	0	0
11.6	0	0	0	0	0	0
11.7	0	0	0	0	0	0
11.8	0	0	0	0	0	0
11.9	0	0	0	0	0	0
12	0	0	0	0	0	0
12.1	0.8	2	0	2	0	0
12.2	0	0	0	0	0	0
12.3	0	0	0	0	0	0
12.4	0.4	0	0	0	0	2
12.5	0	0	0	0	0	0
12.6	0	0	0	0	0	0
12.7	0	0	0	0	0	0
12.8	0	0	0	0	0	0
12.9	0	0	0	0	0	0
13	1.2	4	0	0	0	2
13.1	0	0	0	0	0	0
13.2	0.4	0	0	0	0	2
13.3	0.4	0	0	0	2	0
13.4	0.4	0	0	0	0	2
13.5	0	0	0	0	0	0
13.6	0.8	2	0	0	2	0
13.7	0	0	0	0	0	0
13.8	0.4	0	0	2	0	0
13.9	2	0	4	2	0	4
14	1.2	0	4	2	0	0
14.1	0	0	0	0	0	0
14.2	1.2	0	0	2	2	2
14.3	0.8	0	4	0	0	0
14.4	0.4	0	0	0	2	0
14.5	1.2	2	0	0	0	4
14.6	0	0	0	0	0	0
14.7	0.4	0	0	2	0	0
14.8	1.2	0	6	0	0	0
14.9	1.6	2	0	0	6	0
15	0	0	0	0	0	0
15.1	0.4	2	0	0	0	0
15.2	1.2	0	0	0	0	6
15.3	1.2	0	0	0	0	6
15.4	0.4	0	0	2	0	0
15.5	0.8	0	0	2	0	2
15.6	0.4	0	0	2	0	0
15.7	0	0	0	0	0	0
15.8	0	0	0	0	0	0
15.9	0	0	0	0	0	0
16	0	0	0	0	0	0
16.1	0.4	2	0	0	0	0
16.2	0.4	0	0	0	2	0
16.3	0	0	0	0	0	0
16.4	0	0	0	0	0	0
16.5	0.4	0	0	0	0	2
16.6	1.2	0	0	6	0	0
16.7	1.2	0	0	6	0	0
16.8	0.4	0	2	0	0	0
16.9	4	2	8	4	4	2
17	2.4	4	6	0	2	0
17.1	4.4	0	10	8	4	0
