# Energy shift = 0.78
# a_1: -2.326 +- 0.028, a_0: 0.2 +- 1.4, domain: [10.78eV ,12.75eV]
# Y-offset = 0.01+-0.0124, AE = 12.9221+-0.0637, Scale Factor = 2.4616+-0.4156, Alpha = 2.5+-0.1688
# Y-offset = 0.01+-0.0279, AE = 14.1929+-0.0431, Scale Factor = 11.6779+-1.2235, Alpha = 2.2797+-0.1078
# -------------------------------------------------------------
Energy	Counts	Errors	Combined Fit	Fit 1	Fit 2(incl. prev.)	Fit 3(incl. prev.)
11.960000	0.186700	0.742847	0.258352	0.238352	0.248352	0.258352
11.970000	0.320000	1.085173	0.260497	0.240497	0.250497	0.260497
11.980000	0.160000	0.542586	0.262641	0.242641	0.252641	0.262641
11.990000	0.293300	0.905882	0.264785	0.244785	0.254785	0.264785
12.000000	0.293300	1.016836	0.266929	0.246929	0.256929	0.266929
12.010000	0.266700	0.884433	0.269073	0.249073	0.259073	0.269073
12.020000	0.266700	0.754247	0.271218	0.251218	0.261218	0.271218
12.030000	0.560000	1.407030	0.273362	0.253362	0.263362	0.273362
12.040000	0.133300	0.498888	0.275506	0.255506	0.265506	0.275506
12.050000	0.320000	1.266596	0.277650	0.257650	0.267650	0.277650
12.060000	0.240000	0.797329	0.279794	0.259794	0.269794	0.279794
12.070000	0.346700	1.101433	0.281939	0.261939	0.271939	0.281939
12.080000	0.346700	0.945069	0.284083	0.264083	0.274083	0.284083
12.090000	0.213300	0.771031	0.286227	0.266227	0.276227	0.286227
12.100000	0.266700	0.942809	0.288371	0.268371	0.278371	0.288371
12.110000	0.480000	1.215017	0.290515	0.270515	0.280515	0.290515
12.120000	0.320000	0.866564	0.292660	0.272660	0.282660	0.292660
12.130000	0.320000	0.926067	0.294804	0.274804	0.284804	0.294804
12.140000	0.346700	0.945069	0.296948	0.276948	0.286948	0.296948
12.150000	0.133300	0.596285	0.299092	0.279092	0.289092	0.299092
12.160000	0.160000	0.542586	0.301236	0.281236	0.291236	0.301236
12.170000	0.213300	0.771031	0.303381	0.283381	0.293381	0.303381
12.180000	0.320000	0.926067	0.305525	0.285525	0.295525	0.305525
12.190000	0.320000	0.926067	0.307669	0.287669	0.297669	0.307669
12.200000	0.240000	0.797329	0.309813	0.289813	0.299813	0.309813
12.210000	0.160000	0.633298	0.311957	0.291957	0.301957	0.311957
12.220000	0.453300	1.061990	0.314102	0.294102	0.304102	0.314102
12.230000	0.160000	0.633298	0.316246	0.296246	0.306246	0.316246
12.240000	0.320000	0.866564	0.318390	0.298390	0.308390	0.318390
12.250000	0.453300	1.111076	0.320534	0.300534	0.310534	0.320534
12.260000	0.293300	0.962958	0.322678	0.302678	0.312678	0.322678
12.270000	0.480000	1.123803	0.324823	0.304823	0.314823	0.324823
12.280000	0.320000	0.866564	0.326967	0.306967	0.316967	0.326967
12.290000	0.346700	1.051898	0.329111	0.309111	0.319111	0.329111
12.300000	0.426700	1.318315	0.331255	0.311255	0.321255	0.331255
12.310000	0.266700	0.821922	0.333399	0.313399	0.323399	0.333399
12.320000	0.346700	0.886842	0.335544	0.315544	0.325544	0.335544
12.330000	0.346700	1.051898	0.337688	0.317688	0.327688	0.337688
12.340000	0.560000	1.202664	0.339832	0.319832	0.329832	0.339832
12.350000	0.613300	1.565404	0.341976	0.321976	0.331976	0.341976
12.360000	0.400000	0.979796	0.344121	0.324121	0.334121	0.344121
12.370000	0.213300	0.617378	0.346265	0.326265	0.336265	0.346265
12.380000	0.320000	1.179378	0.348409	0.328409	0.338409	0.348409
12.390000	0.480000	1.024500	0.350553	0.330553	0.340553	0.350553
12.400000	0.400000	0.979796	0.352697	0.332697	0.342697	0.352697
12.410000	0.506700	1.226087	0.354842	0.334842	0.344842	0.354842
12.420000	0.293300	0.962958	0.356986	0.336986	0.346986	0.356986
12.430000	0.240000	0.861626	0.359130	0.339130	0.349130	0.359130
12.440000	0.453300	1.010522	0.361274	0.341274	0.351274	0.361274
12.450000	0.586700	1.167257	0.363418	0.343418	0.353418	0.363418
12.460000	0.613300	1.176360	0.365563	0.345563	0.355563	0.365563
12.470000	0.320000	0.926067	0.367707	0.347707	0.357707	0.367707
12.480000	0.453300	1.203255	0.369851	0.349851	0.359851	0.369851
12.490000	0.586700	1.337593	0.371995	0.351995	0.361995	0.371995
12.500000	0.293300	0.844959	0.374139	0.354139	0.364139	0.374139
12.510000	0.240000	0.797329	0.376284	0.356284	0.366284	0.376284
12.520000	0.346700	0.824513	0.378428	0.358428	0.368428	0.378428
12.530000	0.480000	1.024500	0.380572	0.360572	0.370572	0.380572
12.540000	0.293300	0.779287	0.382716	0.362716	0.372716	0.382716
12.550000	0.480000	1.075298	0.384860	0.364860	0.374860	0.384860
12.560000	0.506700	1.181788	0.387005	0.367005	0.377005	0.387005
12.570000	0.426700	1.190779	0.389149	0.369149	0.379149	0.389149
12.580000	0.266700	0.884433	0.391293	0.371293	0.381293	0.391293
12.590000	0.560000	1.329060	0.393437	0.373437	0.383437	0.393437
12.600000	0.480000	1.170299	0.395581	0.375581	0.385581	0.395581
12.610000	0.666700	1.398412	0.397726	0.377726	0.387726	0.397726
12.620000	0.533300	1.146977	0.399870	0.379870	0.389870	0.399870
12.630000	0.586700	1.255318	0.402014	0.382014	0.392014	0.402014
12.640000	0.613300	1.384614	0.404159	0.384158	0.394159	0.404159
12.650000	0.400000	1.083205	0.406303	0.386302	0.396303	0.406303
12.660000	0.666700	1.543445	0.408448	0.388447	0.398448	0.408448
12.670000	0.640000	1.228983	0.410593	0.390591	0.400593	0.410593
12.680000	0.746700	1.415093	0.412739	0.392735	0.402739	0.412739
12.690000	0.693300	1.441974	0.414885	0.394879	0.404885	0.414885
12.700000	0.506700	1.310199	0.417033	0.397023	0.407033	0.417033
12.710000	0.693300	1.441974	0.419182	0.399168	0.409182	0.419182
12.720000	0.480000	1.123803	0.421333	0.401312	0.411333	0.421333
12.730000	0.746700	1.337593	0.423487	0.403456	0.413487	0.423487
12.740000	0.453300	1.010522	0.425645	0.405600	0.415645	0.425645
12.750000	0.773300	1.492857	0.427809	0.407744	0.417809	0.427809
12.760000	0.346700	0.824513	0.429981	0.409889	0.419981	0.429981
12.770000	0.666700	1.472715	0.432164	0.412033	0.422164	0.432164
12.780000	0.773300	1.693701	0.434361	0.414177	0.424361	0.434361
12.790000	0.693300	1.404501	0.436576	0.416321	0.426576	0.436576
12.800000	0.613300	1.130113	0.438815	0.418465	0.428815	0.438815
12.810000	0.720000	1.717052	0.441085	0.420610	0.431085	0.441085
12.820000	0.880000	1.469331	0.443394	0.422754	0.433394	0.443394
12.830000	0.453300	1.158083	0.445752	0.424898	0.435752	0.445752
12.840000	0.666700	1.236482	0.448171	0.427042	0.438171	0.448171
12.850000	0.560000	1.202664	0.450664	0.429187	0.440664	0.450664
12.860000	0.613300	1.130113	0.453247	0.431331	0.443247	0.453247
12.870000	1.093000	1.471266	0.455940	0.433475	0.445940	0.455940
12.880000	0.773300	1.260406	0.458762	0.435619	0.448762	0.458762
12.890000	0.720000	1.114271	0.461737	0.437763	0.451737	0.461737
12.900000	0.693300	1.199704	0.464891	0.439908	0.454891	0.464891
12.910000	0.800000	1.531883	0.468252	0.442052	0.458252	0.468252
12.920000	0.800000	1.531883	0.471850	0.444196	0.461850	0.471850
12.930000	0.613300	1.263786	0.475718	0.446340	0.465718	0.475718
12.940000	0.666700	1.359739	0.479891	0.448484	0.469891	0.479891
12.950000	1.040000	1.578523	0.484405	0.450629	0.474405	0.484405
12.960000	0.853300	1.502827	0.489299	0.452773	0.479299	0.489299
12.970000	1.227000	1.661913	0.494610	0.454917	0.484610	0.494610
12.980000	0.960000	1.611955	0.500378	0.457061	0.490378	0.500378
12.990000	0.746700	1.488564	0.506645	0.459205	0.496645	0.506645
13.000000	0.800000	1.460593	0.513450	0.461350	0.503450	0.513450
13.010000	0.986700	1.612396	0.520834	0.463494	0.510834	0.520834
13.020000	0.880000	1.432573	0.528837	0.465638	0.518837	0.528837
13.030000	1.040000	1.886372	0.537499	0.467782	0.527499	0.537499
13.040000	1.333000	2.536840	0.546858	0.469926	0.536858	0.546858
13.050000	1.147000	1.823501	0.556951	0.472071	0.546951	0.556951
13.060000	1.280000	1.949769	0.567817	0.474215	0.557817	0.567817
13.070000	0.933300	1.508494	0.579491	0.476359	0.569491	0.579491
13.080000	0.880000	1.469331	0.592007	0.478503	0.582007	0.592007
13.090000	0.933300	1.828175	0.605400	0.480647	0.595400	0.605400
13.100000	1.173000	1.636039	0.619700	0.482792	0.609700	0.619700
13.110000	1.120000	1.766050	0.634941	0.484936	0.624941	0.634941
13.120000	1.173000	1.791635	0.651151	0.487080	0.641151	0.651151
13.130000	1.333000	2.022100	0.668360	0.489224	0.658360	0.668360
13.140000	0.853300	1.537906	0.686597	0.491368	0.676597	0.686597
13.150000	0.800000	1.600000	0.705888	0.493513	0.695888	0.705888
13.160000	0.933300	1.319933	0.726261	0.495657	0.716261	0.726261
13.170000	1.147000	1.936962	0.747741	0.497801	0.737741	0.747741
13.180000	1.493000	2.288367	0.770352	0.499945	0.760352	0.770352
13.190000	1.200000	1.932184	0.794121	0.502089	0.784121	0.794121
13.200000	1.013000	1.858267	0.819069	0.504234	0.809069	0.819069
13.210000	1.120000	1.795996	0.845221	0.506378	0.835221	0.845221
13.220000	1.307000	1.832836	0.872600	0.508522	0.862600	0.872600
13.230000	1.227000	1.596441	0.901227	0.510666	0.891227	0.901227
13.240000	1.333000	2.174601	0.931125	0.512810	0.921125	0.931125
13.250000	1.360000	2.017523	0.962314	0.514955	0.952314	0.962314
13.260000	1.387000	2.012583	0.994817	0.517099	0.984817	0.994817
13.270000	1.600000	2.141650	1.028653	0.519243	1.018653	1.028653
13.280000	1.147000	1.852518	1.063842	0.521387	1.053842	1.063842
13.290000	1.040000	1.708333	1.100406	0.523532	1.090406	1.100406
13.300000	1.520000	2.211244	1.138363	0.525676	1.128363	1.138363
13.310000	1.253000	2.059730	1.177732	0.527820	1.167732	1.177732
13.320000	1.467000	2.515728	1.218534	0.529964	1.208534	1.218534
13.330000	1.627000	2.302308	1.260787	0.532108	1.250787	1.260787
13.340000	1.253000	1.869712	1.304509	0.534253	1.294509	1.304509
13.350000	1.413000	1.869712	1.349718	0.536397	1.339718	1.349718
13.360000	1.840000	2.135665	1.396433	0.538541	1.386433	1.396433
13.370000	1.787000	2.664799	1.444672	0.540685	1.434672	1.444672
13.380000	1.787000	2.276215	1.494452	0.542829	1.484452	1.494452
13.390000	1.760000	1.875029	1.545791	0.544974	1.535791	1.545791
13.400000	1.893000	2.188292	1.598706	0.547118	1.588706	1.598706
13.410000	1.760000	2.308477	1.653214	0.549262	1.643214	1.653214
13.420000	2.027000	2.026316	1.709331	0.551406	1.699331	1.709331
13.430000	2.160000	2.688444	1.767075	0.553550	1.757075	1.767075
13.440000	1.867000	1.968643	1.826462	0.555695	1.816462	1.826462
13.450000	2.293000	2.415358	1.887509	0.557839	1.877509	1.887509
13.460000	1.973000	2.602426	1.950231	0.559983	1.940231	1.950231
13.470000	1.867000	2.699794	2.014644	0.562127	2.004644	2.014644
13.480000	2.720000	2.840469	2.080765	0.564271	2.070765	2.080765
13.490000	2.080000	2.319540	2.148609	0.566416	2.138609	2.148609
13.500000	2.373000	2.726528	2.218192	0.568560	2.208192	2.218192
13.510000	2.560000	2.644441	2.289529	0.570704	2.279529	2.289529
13.520000	2.240000	2.443167	2.362635	0.572848	2.352635	2.362635
13.530000	3.040000	2.495008	2.437526	0.574992	2.427526	2.437526
13.540000	2.533000	2.834706	2.514216	0.577137	2.504216	2.514216
13.550000	2.587000	2.842972	2.592721	0.579281	2.582721	2.592721
13.560000	2.453000	2.541880	2.673054	0.581425	2.663054	2.673054
13.570000	3.333000	3.069564	2.755232	0.583569	2.745232	2.755232
13.580000	2.587000	2.880247	2.839268	0.585713	2.829268	2.839268
13.590000	3.280000	3.340898	2.925177	0.587858	2.915177	2.925177
13.600000	2.773000	3.096550	3.012973	0.590002	3.002973	3.012973
13.610000	3.387000	2.827924	3.102670	0.592146	3.092670	3.102670
13.620000	3.280000	2.950977	3.194282	0.594290	3.184282	3.194282
13.630000	3.013000	2.872831	3.287824	0.596434	3.277824	3.287824
13.640000	3.280000	2.725485	3.383309	0.598579	3.373309	3.383309
13.650000	3.653000	3.612915	3.480751	0.600723	3.470751	3.480751
13.660000	3.440000	3.371409	3.580163	0.602867	3.570163	3.580163
13.670000	3.147000	3.285091	3.681560	0.605011	3.671560	3.681560
13.680000	2.987000	2.620399	3.784955	0.607155	3.774955	3.784955
13.690000	3.787000	3.418746	3.890361	0.609300	3.880361	3.890361
13.700000	4.160000	4.010121	3.997791	0.611444	3.987791	3.997791
13.710000	3.867000	3.351948	4.107259	0.613588	4.097259	4.107259
13.720000	4.373000	3.969125	4.218777	0.615732	4.208777	4.218777
13.730000	4.347000	3.671488	4.332360	0.617877	4.322360	4.332360
13.740000	3.787000	3.038830	4.448019	0.620021	4.438019	4.448019
13.750000	3.973000	3.494656	4.565768	0.622165	4.555768	4.565768
13.760000	4.293000	3.341749	4.685620	0.624309	4.675620	4.685620
13.770000	4.373000	3.818458	4.807587	0.626453	4.797587	4.807587
13.780000	4.933000	3.612325	4.931681	0.628598	4.921681	4.931681
13.790000	4.133000	3.335999	5.057917	0.630742	5.047916	5.057917
13.800000	5.147000	4.503904	5.186305	0.632886	5.176305	5.186305
13.810000	5.333000	4.004442	5.316858	0.635030	5.306858	5.316858
13.820000	4.693000	3.939453	5.449590	0.637174	5.439590	5.449590
13.830000	4.640000	3.301071	5.584511	0.639319	5.574511	5.584511
13.840000	5.387000	3.501974	5.721635	0.641463	5.711635	5.721635
13.850000	5.173000	3.593970	5.860973	0.643607	5.850973	5.860973
13.860000	5.173000	3.652847	6.002538	0.645751	5.992537	6.002538
13.870000	5.947000	4.320165	6.146341	0.647895	6.136340	6.146341
13.880000	6.240000	4.629874	6.292395	0.650040	6.282394	6.292395
13.890000	5.573000	3.699273	6.440712	0.652184	6.430710	6.440712
13.900000	6.533000	4.336922	6.591303	0.654328	6.581300	6.591303
13.910000	6.453000	4.352144	6.744181	0.656472	6.734176	6.744181
13.920000	6.587000	4.786351	6.899358	0.658616	6.889349	6.899358
13.930000	5.760000	4.257824	7.056846	0.660761	7.046832	7.056846
13.940000	6.160000	4.102162	7.216657	0.662905	7.206636	7.216657
13.950000	7.413000	4.604616	7.378805	0.665049	7.368772	7.378805
13.960000	6.827000	4.221764	7.543303	0.667193	7.533252	7.543303
13.970000	7.360000	4.856995	7.710164	0.669337	7.700087	7.710164
13.980000	7.040000	4.541483	7.879404	0.671482	7.869289	7.879404
13.990000	7.467000	4.564598	8.051040	0.673626	8.040869	8.051040
14.000000	6.533000	4.030991	8.225090	0.675770	8.214838	8.225090
14.010000	8.693000	5.022545	8.401573	0.677914	8.391208	8.401573
14.020000	7.973000	4.936864	8.580514	0.680058	8.569989	8.580514
14.030000	8.027000	4.436134	8.761940	0.682203	8.751193	8.761940
14.040000	7.893000	4.306811	8.945881	0.684347	8.934830	8.945881
14.050000	8.587000	5.578753	9.132377	0.686491	9.120912	9.132377
14.060000	8.853000	4.944204	9.321470	0.688635	9.309449	9.321470
14.070000	8.773000	4.973458	9.513211	0.690779	9.500453	9.513211
14.080000	8.160000	5.014752	9.707662	0.692924	9.693935	9.707662
14.090000	10.030000	5.874178	9.904892	0.695068	9.889904	9.904892
14.100000	10.050000	5.445227	10.104984	0.697212	10.088373	10.104984
14.110000	9.440000	4.716609	10.308032	0.699356	10.289351	10.308032
14.120000	9.547000	5.342392	10.514142	0.701500	10.492849	10.514142
14.130000	9.200000	6.075086	10.723436	0.703645	10.698878	10.723436
14.140000	10.960000	5.042328	10.936050	0.705789	10.907449	10.936050
14.150000	12.030000	6.008824	11.152133	0.707933	11.118571	11.152133
14.160000	9.573000	5.146321	11.371850	0.710077	11.332256	11.371850
14.170000	10.880000	5.944095	11.595378	0.712221	11.548514	11.595378
14.180000	10.030000	3.871171	11.822907	0.714366	11.767355	11.822907
14.190000	11.630000	4.928215	12.054640	0.716510	11.988789	12.054640
14.200000	12.130000	5.971786	12.290788	0.718654	12.212828	12.290788
14.210000	12.480000	5.254484	12.531570	0.720798	12.439481	12.531570
