# XGS2: >1.483E-06,1.970E-08,OPEN     ,6.543E+00,OPEN     ,OPEN
# 2019-02-14 10:44:05
# 
19	1.49e-06	1.477e-06	1.485e-06	1.479e-06	1.481e-06	1.483e-06	1.489e-06	0	0	0
19.01	1.49e-06	1.477e-06	1.485e-06	1.479e-06	1.481e-06	1.483e-06	1.489e-06	0	0	0
19.02	1.49e-06	1.477e-06	1.485e-06	1.479e-06	1.481e-06	1.483e-06	1.489e-06	0	0	0
19.03	1.49e-06	1.477e-06	1.485e-06	1.479e-06	1.481e-06	1.483e-06	1.489e-06	0	0	0
19.04	1.49e-06	1.477e-06	1.485e-06	1.479e-06	1.481e-06	1.483e-06	1.489e-06	0	0	0
19.05	1.49e-06	1.477e-06	1.485e-06	1.479e-06	1.481e-06	1.483e-06	0	0	0	0
19.06	1.49e-06	1.477e-06	1.485e-06	1.479e-06	1.481e-06	1.483e-06	0	0	0	0
19.07	1.49e-06	1.477e-06	1.485e-06	1.479e-06	1.481e-06	1.483e-06	0	0	0	0
19.08	1.49e-06	1.477e-06	1.485e-06	1.479e-06	1.481e-06	1.483e-06	0	0	0	0
19.09	1.49e-06	1.477e-06	1.485e-06	1.479e-06	1.481e-06	1.483e-06	0	0	0	0
19.1	1.483e-06	1.477e-06	1.485e-06	1.487e-06	1.48e-06	1.489e-06	0	0	0	0
19.11	1.483e-06	1.477e-06	1.485e-06	1.487e-06	1.48e-06	1.489e-06	0	0	0	0
19.12	1.483e-06	1.477e-06	1.485e-06	1.487e-06	1.48e-06	1.489e-06	0	0	0	0
19.13	1.483e-06	1.477e-06	1.485e-06	1.487e-06	1.48e-06	1.489e-06	0	0	0	0
19.14	1.483e-06	1.477e-06	1.485e-06	1.487e-06	1.48e-06	1.489e-06	0	0	0	0
19.15	1.483e-06	1.477e-06	1.485e-06	1.487e-06	1.48e-06	1.489e-06	0	0	0	0
19.16	1.483e-06	1.477e-06	1.485e-06	1.487e-06	1.48e-06	1.489e-06	0	0	0	0
19.17	1.483e-06	1.477e-06	1.485e-06	1.487e-06	1.48e-06	1.489e-06	0	0	0	0
19.18	1.483e-06	1.477e-06	1.485e-06	1.487e-06	1.48e-06	1.489e-06	0	0	0	0
19.19	1.483e-06	1.477e-06	1.485e-06	1.487e-06	1.48e-06	1.489e-06	0	0	0	0
19.2	1.477e-06	1.478e-06	1.479e-06	1.498e-06	1.488e-06	1.488e-06	0	0	0	0
19.21	1.477e-06	1.478e-06	1.479e-06	1.498e-06	1.488e-06	1.488e-06	0	0	0	0
19.22	1.477e-06	1.478e-06	1.479e-06	1.498e-06	1.488e-06	1.488e-06	0	0	0	0
19.23	1.477e-06	1.478e-06	1.479e-06	1.498e-06	1.488e-06	1.488e-06	0	0	0	0
19.24	1.477e-06	1.478e-06	1.479e-06	1.498e-06	1.488e-06	1.488e-06	0	0	0	0
19.25	1.477e-06	1.478e-06	1.479e-06	1.498e-06	1.488e-06	1.488e-06	0	0	0	0
19.26	1.477e-06	1.478e-06	1.479e-06	1.498e-06	1.488e-06	1.488e-06	0	0	0	0
19.27	1.477e-06	1.478e-06	1.479e-06	1.498e-06	1.488e-06	1.488e-06	0	0	0	0
19.28	1.477e-06	1.478e-06	1.479e-06	1.498e-06	1.488e-06	1.488e-06	0	0	0	0
19.29	1.477e-06	1.478e-06	1.479e-06	1.498e-06	1.488e-06	1.488e-06	0	0	0	0
19.3	1.477e-06	1.478e-06	1.479e-06	1.486e-06	1.481e-06	1.489e-06	0	0	0	0
