# SCAN started at: 2019-02-14 08:14:09
# Mass_Scan Elen: _70
# ----------------------------------------
# XGS2: >1.220E-07,1.800E-08,OPEN     ,4.344E+00,OPEN     ,OPEN
# 2019-02-14 08:38:14
# 
52.9	12	12
53	20	20
53.1	23	23
53.2	8	8
53.3	12	12
53.4	9	9
53.5	16	16
53.6	13	13
53.7	13	13
53.8	27	27
53.9	23	23
54	24	24
54.1	25	25
54.2	38	38
54.3	40	40
54.4	29	29
54.5	35	35
54.6	38	38
54.7	54	54
54.8	42	42
54.9	40	40
55	52	52
55.1	41	41
55.2	50	50
55.3	60	60
55.4	58	58
55.5	48	48
55.6	47	47
55.7	57	57
55.8	64	64
55.9	71	71
56	54	54
56.1	43	43
56.2	36	36
56.3	44	44
56.4	53	53
56.5	54	54
56.6	55	55
56.7	42	42
56.8	38	38
56.9	61	61
57	33	33
57.1	38	38
57.2	25	25
57.3	27	27
57.4	21	21
57.5	22	22
57.6	10	10
57.7	17	17
57.8	14	14
57.9	5	5
58	12	12
58.1	12	12
58.2	8	8
58.3	5	5
58.4	2	2
58.5	10	10
58.6	6	6
58.7	6	6
58.8	3	3
58.9	1	1
59	3	3
59.1	3	3
59.2	8	8
59.3	8	8
59.4	4	4
59.5	6	6
59.6	5	5
59.7	10	10
59.8	2	2
59.9	7	7
60	4	4
60.1	3	3
60.2	5	5
60.3	6	6
60.4	2	2
60.5	5	5
60.6	6	6
60.7	4	4
60.8	4	4
60.9	2	2
61	1	1
61.1	6	6
61.2	1	1
61.3	0	0
61.4	1	1
61.5	4	4
61.6	2	2
61.7	0	0
61.8	6	6
61.9	0	0
62	0	0
62.1	1	1
62.2	0	0
62.3	0	0
62.4	2	2
62.5	2	2
62.6	0	0
62.7	1	1
62.8	1	1
62.9	3	3
63	2	2
63.1	0	0
63.2	4	4
63.3	1	1
63.4	4	4
63.5	1	1
63.6	3	3
63.7	4	4
63.8	7	7
63.9	5	5
64	3	3
64.1	11	11
64.2	6	6
64.3	6	6
64.4	8	8
64.5	7	7
64.6	4	4
64.7	12	12
64.8	16	16
64.9	15	15
65	25	25
65.1	24	24
65.2	18	18
65.3	26	26
65.4	24	24
65.5	27	27
65.6	33	33
65.7	27	27
65.8	50	50
65.9	46	46
66	67	67
66.1	45	45
66.2	34	34
66.3	39	39
66.4	61	61
66.5	53	53
66.6	58	58
66.7	52	52
66.8	62	62
66.9	56	56
67	47	47
67.1	47	47
67.2	53	53
67.3	70	70
67.4	34	34
67.5	52	52
67.6	49	49
67.7	45	45
67.8	20	20
67.9	30	30
68	35	35
68.1	32	32
68.2	33	33
68.3	49	49
68.4	31	31
68.5	12	12
68.6	26	26
68.7	16	16
68.8	10	10
68.9	21	21
69	12	12
69.1	10	10
69.2	17	17
69.3	18	18
69.4	19	19
69.5	16	16
69.6	18	18
69.7	24	24
69.8	13	13
69.9	17	17
70	6	6
70.1	15	15
70.2	19	19
70.3	13	13
70.4	12	12
70.5	4	4
70.6	12	12
70.7	5	5
70.8	9	9
70.9	4	4
71	6	6
71.1	12	12
71.2	7	7
71.3	11	11
71.4	4	4
71.5	9	9
71.6	7	7
71.7	12	12
71.8	4	4
71.9	8	8
72	5	5
72.1	0	0
72.2	10	10
72.3	7	7
72.4	8	8
72.5	7	7
72.6	2	2
72.7	12	12
72.8	2	2
72.9	2	2
73	3	3
73.1	5	5
73.2	3	3
73.3	3	3
73.4	9	9
73.5	0	0
73.6	1	1
73.7	8	8
73.8	3	3
73.9	2	2
74	2	2
74.1	7	7
74.2	2	2
74.3	2	2
74.4	0	0
74.5	0	0
74.6	1	1
74.7	0	0
74.8	1	1
74.9	0	0
75	1	1
75.1	0	0
75.2	0	0
75.3	1	1
75.4	0	0
75.5	0	0
75.6	0	0
75.7	2	2
75.8	0	0
75.9	0	0
76	0	0
76.1	1	1
76.2	0	0
76.3	1	1
76.4	1	1
76.5	4	4
76.6	1	1
76.7	0	0
76.8	0	0
76.9	0	0
77	0	0
77.1	0	0
77.2	0	0
77.3	0	0
77.4	0	0
77.5	1	1
77.6	0	0
77.7	0	0
77.8	2	2
77.9	1	1
78	1	1
78.1	5	5
78.2	2	2
78.3	0	0
78.4	5	5
78.5	1	1
78.6	0	0
78.7	1	1
78.8	1	1
78.9	0	0
79	0	0
79.1	4	4
79.2	0	0
79.3	1	1
79.4	0	0
79.5	0	0
79.6	1	1
79.7	0	0
79.8	1	1
79.9	0	0
80	5	5
80.1	0	0
80.2	3	3
80.3	0	0
80.4	5	5
80.5	9	9
80.6	4	4
80.7	10	10
80.8	6	6
80.9	12	12
81	9	9
81.1	13	13
81.2	20	20
81.3	12	12
81.4	25	25
81.5	21	21
81.6	42	42
81.7	26	26
81.8	41	41
81.9	50	50
82	39	39
82.1	48	48
82.2	58	58
82.3	49	49
82.4	42	42
82.5	42	42
82.6	78	78
82.7	71	71
82.8	48	48
82.9	39	39
83	52	52
83.1	64	64
83.2	48	48
83.3	50	50
83.4	57	57
83.5	52	52
83.6	46	46
83.7	47	47
83.8	54	54
83.9	41	41
84	38	38
84.1	34	34
84.2	29	29
84.3	15	15
84.4	25	25
84.5	10	10
84.6	10	10
84.7	10	10
84.8	7	7
84.9	3	3
85	7	7
85.1	10	10
85.2	7	7
85.3	9	9
85.4	4	4
85.5	6	6
85.6	5	5
85.7	6	6
85.8	5	5
85.9	5	5
86	4	4
86.1	2	2
86.2	1	1
86.3	10	10
86.4	0	0
86.5	0	0
86.6	1	1
86.7	1	1
86.8	3	3
86.9	0	0
87	1	1
87.1	0	0
87.2	0	0
87.3	0	0
87.4	4	4
87.5	0	0
87.6	2	2
87.7	1	1
87.8	1	1
87.9	3	3
88	0	0
88.1	4	4
88.2	1	1
88.3	0	0
88.4	0	0
88.5	0	0
88.6	4	4
88.7	0	0
88.8	0	0
88.9	1	1
89	0	0
89.1	0	0
89.2	2	2
89.3	2	2
89.4	0	0
89.5	0	0
89.6	0	0
89.7	0	0
89.8	0	0
89.9	1	1
90	1	1
90.1	1	1
90.2	0	0
90.3	2	2
90.4	2	2
90.5	0	0
90.6	1	1
90.7	0	0
90.8	1	1
90.9	3	3
91	0	0
91.1	0	0
91.2	0	0
91.3	0	0
91.4	1	1
91.5	0	0
91.6	3	3
91.7	0	0
91.8	0	0
91.9	1	1
92	0	0
92.1	0	0
92.2	0	0
92.3	0	0
92.4	1	1
92.5	1	1
92.6	0	0
92.7	6	6
92.8	2	2
92.9	0	0
93	1	1
93.1	4	4
93.2	2	2
93.3	1	1
93.4	1	1
93.5	2	2
93.6	0	0
93.7	2	2
93.8	5	5
93.9	2	2
94	1	1
94.1	1	1
94.2	6	6
94.3	4	4
94.4	4	4
94.5	10	10
94.6	4	4
94.7	4	4
94.8	5	5
94.9	1	1
95	3	3
95.1	8	8
95.2	5	5
95.3	3	3
95.4	5	5
95.5	8	8
95.6	10	10
95.7	3	3
95.8	12	12
95.9	22	22
96	24	24
96.1	16	16
96.2	13	13
96.3	21	21
96.4	18	18
96.5	13	13
96.6	34	34
96.7	17	17
96.8	17	17
96.9	26	26
97	13	13
97.1	28	28
97.2	29	29
97.3	18	18
97.4	28	28
97.5	13	13
97.6	19	19
97.7	12	12
97.8	25	25
97.9	20	20
98	15	15
98.1	12	12
98.2	13	13
98.3	18	18
98.4	12	12
98.5	4	4
98.6	4	4
98.7	3	3
98.8	2	2
98.9	5	5
99	1	1
99.1	7	7
99.2	6	6
99.3	3	3
99.4	0	0
99.5	1	1
99.6	0	0
99.7	5	5
99.8	3	3
99.9	2	2
100	5	5
100.1	2	2
100.2	4	4
100.3	4	4
100.4	8	8
100.5	5	5
100.6	0	0
100.7	1	1
100.8	4	4
100.9	0	0
101	3	3
101.1	2	2
101.2	2	2
101.3	0	0
101.4	0	0
101.5	2	2
101.6	0	0
101.7	0	0
101.8	0	0
101.9	0	0
102	0	0
102.1	0	0
102.2	2	2
102.3	1	1
102.4	0	0
102.5	0	0
102.6	0	0
102.7	0	0
102.8	0	0
102.9	0	0
103	1	1
103.1	1	1
103.2	0	0
103.3	0	0
103.4	0	0
103.5	0	0
103.6	0	0
103.7	0	0
103.8	0	0
103.9	0	0
104	0	0
104.1	0	0
104.2	0	0
104.3	0	0
104.4	0	0
104.5	0	0
104.6	0	0
104.7	0	0
104.8	0	0
104.9	0	0
105	0	0
105.1	0	0
105.2	4	4
105.3	2	2
105.4	1	1
105.5	1	1
105.6	2	2
105.7	1	1
105.8	0	0
105.9	0	0
106	0	0
106.1	1	1
106.2	0	0
106.3	0	0
106.4	1	1
106.5	0	0
106.6	0	0
106.7	0	0
106.8	0	0
106.9	2	2
107	0	0
107.1	1	1
107.2	0	0
107.3	0	0
107.4	0	0
107.5	2	2
107.6	0	0
107.7	0	0
107.8	0	0
107.9	0	0
108	0	0
108.1	2	2
108.2	0	0
108.3	2	2
108.4	0	0
108.5	0	0
108.6	1	1
108.7	0	0
108.8	1	1
108.9	1	1
109	0	0
109.1	1	1
109.2	2	2
109.3	0	0
109.4	1	1
109.5	2	2
109.6	0	0
109.7	2	2
109.8	3	3
109.9	1	1
110	3	3
110.1	1	1
110.2	2	2
110.3	1	1
110.4	1	1
110.5	1	1
110.6	5	5
110.7	3	3
110.8	0	0
110.9	2	2
111	6	6
111.1	8	8
111.2	4	4
111.3	9	9
111.4	24	24
111.5	47	47
111.6	38	38
111.7	52	52
111.8	67	67
111.9	84	84
112	91	91
112.1	138	138
112.2	152	152
112.3	129	129
112.4	157	157
112.5	188	188
112.6	223	223
112.7	245	245
112.8	245	245
112.9	219	219
113	232	232
113.1	220	220
113.2	253	253
113.3	224	224
113.4	234	234
113.5	230	230
113.6	249	249
113.7	227	227
113.8	178	178
113.9	245	245
114	183	183
114.1	176	176
114.2	147	147
114.3	112	112
114.4	97	97
114.5	84	84
114.6	25	25
114.7	5	5
114.8	7	7
114.9	12	12
115	17	17
115.1	13	13
115.2	15	15
115.3	11	11
115.4	11	11
115.5	4	4
115.6	2	2
115.7	5	5
115.8	0	0
115.9	3	3
116	5	5
116.1	4	4
116.2	6	6
116.3	11	11
116.4	8	8
116.5	6	6
116.6	7	7
116.7	3	3
116.8	2	2
116.9	3	3
117	2	2
117.1	0	0
117.2	3	3
117.3	3	3
117.4	4	4
117.5	3	3
117.6	7	7
117.7	2	2
117.8	7	7
117.9	13	13
118	5	5
118.1	3	3
118.2	4	4
118.3	7	7
118.4	3	3
118.5	0	0
118.6	0	0
118.7	3	3
118.8	7	7
118.9	6	6
119	1	1
119.1	5	5
119.2	8	8
119.3	5	5
119.4	5	5
119.5	0	0
119.6	5	5
119.7	4	4
119.8	3	3
119.9	7	7
120	9	9
