# SCAN started at: 2019-02-14 10:24:31
# Elen_Scan Mass: 20.3 Resolution: 30
# ----------------------------------------
# 
19	-5.671	-4.812	-9.49	-9.75	-5.697	-4.383	-5.19	0	0	0
19.01	-12.54	-5.5	-9.346	-6.695	-9.014	-7.375	-5.431	0	0	0
19.02	-6.267	-9.227	-5.92	-6.949	-8.897	-5.518	-9.499	0	0	0
19.03	-9.464	-5.94	-9.106	-9.723	-4.639	-8.351	-5.919	0	0	0
19.04	-11.16	-9.241	-9.132	-8.743	-4.409	-8.314	-6.319	0	0	0
19.05	-10.39	-6.126	-8.943	-8.718	-4.379	-5.032	0	0	0	0
19.06	-7.142	-6.229	-8.909	-8.645	-4.334	-8.787	0	0	0	0
19.07	-10.24	-6.224	-9.067	-4.925	-8.523	-5.922	0	0	0	0
19.08	-10.14	-6.351	-6.212	-9.096	-4.755	-8.538	0	0	0	0
19.09	-6.423	-9.063	-6.199	-5.088	-9.114	-4.675	0	0	0	0
19.1	-6.522	-6.492	-8.957	-6.163	-4.953	-4.6	0	0	0	0
19.11	-6.184	-6.976	-8.494	-9.032	-9.597	-4.746	0	0	0	0
19.12	-6.515	-8.743	-8.889	-9.106	-9.408	-4.627	0	0	0	0
19.13	-7.077	-6.737	-8.744	-5.366	-9.437	-9.636	0	0	0	0
19.14	-6.465	-8.764	-6.462	-9.568	-9.555	-4.611	0	0	0	0
19.15	-6.672	-8.665	-6.571	-6.867	-4.581	-9.535	0	0	0	0
19.16	-9.898	-6.911	-8.526	-5.087	-4.694	-4.64	0	0	0	0
19.17	-9.831	-7.02	-8.527	-8.274	-4.55	-4.664	0	0	0	0
19.18	-6.409	-8.453	-8.534	-8.494	-9.768	-4.608	0	0	0	0
19.19	-6.46	-8.391	-6.842	-7.053	-9.683	-8.78	0	0	0	0
19.2	-9.841	-7.176	-6.831	-7.62	-9.447	-4.792	0	0	0	0
19.21	-10.12	-7.783	-7.544	-9.766	-4.587	-9.654	0	0	0	0
19.22	-9.87	-7.322	-7.259	-4.627	-9.369	-4.838	0	0	0	0
19.23	-9.935	-7.447	-7.881	-7.715	-4.497	-9.504	0	0	0	0
19.24	-9.812	-8.023	-7.677	-8.451	-4.663	-4.835	0	0	0	0
19.25	-9.85	-8.031	-7.29	-8.356	-4.654	-9.251	0	0	0	0
19.26	-6.391	-7.576	-7.717	-8.216	-9.675	-4.914	0	0	0	0
19.27	-6.409	-7.547	-7.385	-8.291	-9.657	-8.878	0	0	0	0
19.28	-6.398	-7.596	-7.255	-8.679	-4.799	-5.011	0	0	0	0
19.29	-6.441	-7.668	-8.001	-8.66	-4.641	-8.224	0	0	0	0
19.3	-9.628	-7.924	-8.313	-6.86	-4.718	-5.242	0	0	0	0
