# SCAN started at: 2019-02-14 10:24:31
# Elen_Scan Mass: 20.3 Resolution: 30
# ----------------------------------------
# XGS2: >1.483E-06,1.970E-08,OPEN     ,6.543E+00,OPEN     ,OPEN
# 2019-02-14 10:44:05
# 
19	0	0	0	0	0	0	0	0	0	0	0
19.01	0	0	0	0	0	0	0	0	0	0	0
19.02	0	0	0	0	0	0	0	0	0	0	0
19.03	0.5714	0	0	0	0	0	4	0	0	0	0
19.04	0	0	0	0	0	0	0	0	0	0	0
19.05	0	0	0	0	0	0	0	0	0	0	0
19.06	0.6667	0	0	4	0	0	0	0	0	0	0
19.07	0	0	0	0	0	0	0	0	0	0	0
19.08	0	0	0	0	0	0	0	0	0	0	0
19.09	0	0	0	0	0	0	0	0	0	0	0
19.1	0.3333	0	0	2	0	0	0	0	0	0	0
19.11	0	0	0	0	0	0	0	0	0	0	0
19.12	0	0	0	0	0	0	0	0	0	0	0
19.13	0.3333	0	0	0	2	0	0	0	0	0	0
19.14	0	0	0	0	0	0	0	0	0	0	0
19.15	0	0	0	0	0	0	0	0	0	0	0
19.16	0	0	0	0	0	0	0	0	0	0	0
19.17	0.3333	0	0	0	2	0	0	0	0	0	0
19.18	0.3333	0	2	0	0	0	0	0	0	0	0
19.19	0	0	0	0	0	0	0	0	0	0	0
19.2	0	0	0	0	0	0	0	0	0	0	0
19.21	0	0	0	0	0	0	0	0	0	0	0
19.22	0.3333	0	0	0	0	0	2	0	0	0	0
19.23	0	0	0	0	0	0	0	0	0	0	0
19.24	0	0	0	0	0	0	0	0	0	0	0
19.25	0	0	0	0	0	0	0	0	0	0	0
19.26	0	0	0	0	0	0	0	0	0	0	0
19.27	0.3333	0	0	0	0	2	0	0	0	0	0
19.28	0	0	0	0	0	0	0	0	0	0	0
19.29	4.667	0	0	0	0	28	0	0	0	0	0
19.3	1.333	0	0	0	0	8	0	0	0	0	0
19.31	3.667	2	0	0	2	18	0	0	0	0	0
19.32	0	0	0	0	0	0	0	0	0	0	0
19.33	0	0	0	0	0	0	0	0	0	0	0
19.34	0	0	0	0	0	0	0	0	0	0	0
19.35	0	0	0	0	0	0	0	0	0	0	0
19.36	0	0	0	0	0	0	0	0	0	0	0
19.37	0	0	0	0	0	0	0	0	0	0	0
19.38	0	0	0	0	0	0	0	0	0	0	0
19.39	0.3333	0	0	0	0	2	0	0	0	0	0
19.4	0.6667	0	4	0	0	0	0	0	0	0	0
19.41	0	0	0	0	0	0	0	0	0	0	0
19.42	0.6667	0	0	2	0	2	0	0	0	0	0
19.43	0.3333	2	0	0	0	0	0	0	0	0	0
19.44	0	0	0	0	0	0	0	0	0	0	0
19.45	0.6667	0	0	0	0	4	0	0	0	0	0
19.46	1.333	0	0	2	6	0	0	0	0	0	0
19.47	0	0	0	0	0	0	0	0	0	0	0
19.48	0	0	0	0	0	0	0	0	0	0	0
19.49	0	0	0	0	0	0	0	0	0	0	0
19.5	0.3333	2	0	0	0	0	0	0	0	0	0
19.51	0.3333	0	2	0	0	0	0	0	0	0	0
19.52	0	0	0	0	0	0	0	0	0	0	0
19.53	0	0	0	0	0	0	0	0	0	0	0
19.54	0	0	0	0	0	0	0	0	0	0	0
19.55	0.6667	0	0	0	2	2	0	0	0	0	0
19.56	0	0	0	0	0	0	0	0	0	0	0
19.57	0	0	0	0	0	0	0	0	0	0	0
19.58	0	0	0	0	0	0	0	0	0	0	0
19.59	0.6667	4	0	0	0	0	0	0	0	0	0
19.6	0	0	0	0	0	0	0	0	0	0	0
19.61	0	0	0	0	0	0	0	0	0	0	0
19.62	0	0	0	0	0	0	0	0	0	0	0
19.63	0	0	0	0	0	0	0	0	0	0	0
19.64	0	0	0	0	0	0	0	0	0	0	0
19.65	0	0	0	0	0	0	0	0	0	0	0
19.66	0	0	0	0	0	0	0	0	0	0	0
19.67	0.3333	0	0	0	2	0	0	0	0	0	0
19.68	0	0	0	0	0	0	0	0	0	0	0
19.69	0	0	0	0	0	0	0	0	0	0	0
19.7	0.3333	0	0	0	0	0	2	0	0	0	0
19.71	0	0	0	0	0	0	0	0	0	0	0
19.72	0	0	0	0	0	0	0	0	0	0	0
19.73	0	0	0	0	0	0	0	0	0	0	0
19.74	1.333	0	0	0	0	8	0	0	0	0	0
19.75	0	0	0	0	0	0	0	0	0	0	0
19.76	0	0	0	0	0	0	0	0	0	0	0
19.77	0	0	0	0	0	0	0	0	0	0	0
19.78	0	0	0	0	0	0	0	0	0	0	0
19.79	0.6667	0	0	0	0	4	0	0	0	0	0
19.8	0	0	0	0	0	0	0	0	0	0	0
19.81	0	0	0	0	0	0	0	0	0	0	0
19.82	0.6667	0	0	0	0	0	4	0	0	0	0
19.83	0	0	0	0	0	0	0	0	0	0	0
19.84	0	0	0	0	0	0	0	0	0	0	0
19.85	0	0	0	0	0	0	0	0	0	0	0
19.86	0	0	0	0	0	0	0	0	0	0	0
19.87	0	0	0	0	0	0	0	0	0	0	0
19.88	0	0	0	0	0	0	0	0	0	0	0
19.89	0	0	0	0	0	0	0	0	0	0	0
19.9	0	0	0	0	0	0	0	0	0	0	0
19.91	0	0	0	0	0	0	0	0	0	0	0
19.92	0.6667	0	0	0	4	0	0	0	0	0	0
19.93	1	0	6	0	0	0	0	0	0	0	0
19.94	0	0	0	0	0	0	0	0	0	0	0
19.95	0	0	0	0	0	0	0	0	0	0	0
19.96	0	0	0	0	0	0	0	0	0	0	0
19.97	0	0	0	0	0	0	0	0	0	0	0
19.98	0	0	0	0	0	0	0	0	0	0	0
19.99	0.3333	0	2	0	0	0	0	0	0	0	0
20	0.3333	2	0	0	0	0	0	0	0	0	0
20.01	0	0	0	0	0	0	0	0	0	0	0
20.02	0	0	0	0	0	0	0	0	0	0	0
20.03	0	0	0	0	0	0	0	0	0	0	0
20.04	0	0	0	0	0	0	0	0	0	0	0
20.05	0	0	0	0	0	0	0	0	0	0	0
20.06	0	0	0	0	0	0	0	0	0	0	0
20.07	0.6667	0	0	0	0	2	2	0	0	0	0
20.08	1	0	0	0	0	0	6	0	0	0	0
20.09	1	4	0	0	0	0	2	0	0	0	0
20.1	0	0	0	0	0	0	0	0	0	0	0
20.11	0	0	0	0	0	0	0	0	0	0	0
20.12	0	0	0	0	0	0	0	0	0	0	0
20.13	0.3333	0	0	0	0	0	2	0	0	0	0
20.14	0	0	0	0	0	0	0	0	0	0	0
20.15	0	0	0	0	0	0	0	0	0	0	0
20.16	0	0	0	0	0	0	0	0	0	0	0
20.17	0	0	0	0	0	0	0	0	0	0	0
20.18	0	0	0	0	0	0	0	0	0	0	0
20.19	0	0	0	0	0	0	0	0	0	0	0
20.2	0	0	0	0	0	0	0	0	0	0	0
20.21	0	0	0	0	0	0	0	0	0	0	0
20.22	0	0	0	0	0	0	0	0	0	0	0
20.23	0	0	0	0	0	0	0	0	0	0	0
20.24	0.6667	0	0	2	0	2	0	0	0	0	0
20.25	0	0	0	0	0	0	0	0	0	0	0
20.26	0.6667	0	0	0	0	0	4	0	0	0	0
20.27	0	0	0	0	0	0	0	0	0	0	0
20.28	0	0	0	0	0	0	0	0	0	0	0
20.29	0.3333	0	0	0	0	0	2	0	0	0	0
20.3	0	0	0	0	0	0	0	0	0	0	0
20.31	0	0	0	0	0	0	0	0	0	0	0
20.32	0	0	0	0	0	0	0	0	0	0	0
20.33	0	0	0	0	0	0	0	0	0	0	0
20.34	0	0	0	0	0	0	0	0	0	0	0
20.35	0.3333	0	0	2	0	0	0	0	0	0	0
20.36	0.3333	0	0	0	0	0	2	0	0	0	0
20.37	0.6667	4	0	0	0	0	0	0	0	0	0
20.38	0.3333	0	2	0	0	0	0	0	0	0	0
20.39	0.6667	0	2	2	0	0	0	0	0	0	0
20.4	0.6667	0	4	0	0	0	0	0	0	0	0
20.41	1.333	2	0	2	4	0	0	0	0	0	0
20.42	1	0	0	4	0	2	0	0	0	0	0
20.43	3	2	6	0	4	2	4	0	0	0	0
20.44	1.667	2	2	4	0	2	0	0	0	0	0
20.45	3	4	4	8	0	0	2	0	0	0	0
20.46	0.3333	0	0	0	0	2	0	0	0	0	0
20.47	1.333	0	0	0	6	2	0	0	0	0	0
20.48	2.333	2	2	2	0	8	0	0	0	0	0
20.49	2	0	2	0	2	6	2	0	0	0	0
20.5	3	0	2	0	8	0	8	0	0	0	0
20.51	3.667	0	2	0	2	6	12	0	0	0	0
20.52	2.333	0	2	4	0	8	0	0	0	0	0
20.53	2.667	4	2	0	6	0	4	0	0	0	0
20.54	5.333	0	12	4	0	2	14	0	0	0	0
20.55	4.667	0	0	4	14	2	8	0	0	0	0
20.56	7.667	0	4	0	10	20	12	0	0	0	0
20.57	3.667	0	10	0	2	4	6	0	0	0	0
20.58	5.333	4	10	0	6	8	4	0	0	0	0
20.59	3	8	2	4	0	4	0	0	0	0	0
20.6	5.667	2	2	12	6	10	2	0	0	0	0
20.61	2.667	4	2	2	0	2	6	0	0	0	0
20.62	3	0	8	0	0	2	8	0	0	0	0
20.63	8.333	16	10	4	4	16	0	0	0	0	0
20.64	4	4	2	4	2	10	2	0	0	0	0
20.65	6.333	2	4	12	6	6	8	0	0	0	0
20.66	8.667	6	4	12	2	20	8	0	0	0	0
20.67	5.667	8	4	10	0	10	2	0	0	0	0
20.68	9.333	10	10	6	14	2	14	0	0	0	0
20.69	8.667	0	6	10	16	6	14	0	0	0	0
20.7	11	10	10	18	8	14	6	0	0	0	0
20.71	8	8	10	10	12	6	2	0	0	0	0
20.72	10	14	12	8	14	10	2	0	0	0	0
20.73	5.667	2	6	6	4	2	14	0	0	0	0
20.74	10	2	10	14	8	12	14	0	0	0	0
20.75	12	6	24	12	8	10	12	0	0	0	0
20.76	10.67	8	12	18	2	14	10	0	0	0	0
20.77	5.333	4	2	8	4	8	6	0	0	0	0
20.78	9.667	14	12	10	8	6	8	0	0	0	0
20.79	9.667	6	8	6	16	10	12	0	0	0	0
20.8	11.67	12	6	14	8	8	22	0	0	0	0
20.81	17.33	26	26	10	6	18	18	0	0	0	0
20.82	12.67	6	6	12	10	26	16	0	0	0	0
20.83	14.67	12	28	18	8	10	12	0	0	0	0
20.84	17	16	16	18	14	12	26	0	0	0	0
20.85	12	8	20	12	14	8	10	0	0	0	0
20.86	13.33	12	10	20	12	10	16	0	0	0	0
20.87	10.67	22	10	18	6	2	6	0	0	0	0
20.88	17.33	12	18	26	14	8	26	0	0	0	0
20.89	11.67	14	8	20	8	14	6	0	0	0	0
20.9	14.33	24	8	22	14	10	8	0	0	0	0
20.91	18.33	18	24	22	22	14	10	0	0	0	0
20.92	19.67	10	30	14	28	10	26	0	0	0	0
20.93	15	8	4	18	24	20	16	0	0	0	0
20.94	26	26	36	16	20	40	18	0	0	0	0
20.95	28.33	12	18	12	34	56	38	0	0	0	0
20.96	21.67	24	8	18	12	46	22	0	0	0	0
20.97	21	14	26	10	32	16	28	0	0	0	0
20.98	25.33	28	32	12	32	32	16	0	0	0	0
20.99	21.33	22	14	20	26	26	20	0	0	0	0
21	19.33	10	34	12	12	32	16	0	0	0	0
21.01	25.67	12	30	8	46	32	26	0	0	0	0
21.02	26.67	30	18	36	26	26	24	0	0	0	0
21.03	27.67	20	22	32	36	24	32	0	0	0	0
21.04	24.67	28	12	20	18	44	26	0	0	0	0
21.05	24.33	22	22	28	24	32	18	0	0	0	0
21.06	23	24	24	18	16	32	24	0	0	0	0
21.07	27	32	28	22	24	26	30	0	0	0	0
21.08	24.67	18	20	20	34	38	18	0	0	0	0
21.09	25	36	12	18	16	32	36	0	0	0	0
21.1	24.33	26	22	30	12	42	14	0	0	0	0
21.11	28	36	32	22	20	28	30	0	0	0	0
21.12	30.33	38	24	36	36	26	22	0	0	0	0
21.13	27.33	46	14	12	30	32	30	0	0	0	0
21.14	31.67	26	28	30	20	54	32	0	0	0	0
21.15	28.33	32	34	30	32	18	24	0	0	0	0
21.16	31.67	28	36	18	26	54	28	0	0	0	0
21.17	29.33	30	24	24	32	32	34	0	0	0	0
21.18	32.33	26	30	26	40	44	28	0	0	0	0
21.19	31.33	18	22	42	30	40	36	0	0	0	0
21.2	29.67	38	20	28	18	44	30	0	0	0	0
21.21	33	34	34	34	22	36	38	0	0	0	0
21.22	32.67	36	44	32	22	34	28	0	0	0	0
21.23	34.33	32	36	46	34	36	22	0	0	0	0
21.24	32	30	24	42	36	26	34	0	0	0	0
21.25	34	44	42	16	30	16	56	0	0	0	0
21.26	28	34	32	26	20	26	30	0	0	0	0
21.27	30.33	30	18	26	38	28	42	0	0	0	0
21.28	32	36	34	34	14	32	42	0	0	0	0
21.29	35.33	42	42	46	28	30	24	0	0	0	0
21.3	33.67	34	26	30	48	36	28	0	0	0	0
21.31	29.33	30	26	40	22	20	38	0	0	0	0
21.32	35.33	20	54	36	38	28	36	0	0	0	0
21.33	37.67	38	42	46	56	22	22	0	0	0	0
21.34	47.67	44	52	30	44	58	58	0	0	0	0
21.35	45.67	46	28	60	50	54	36	0	0	0	0
21.36	36.33	44	30	32	48	36	28	0	0	0	0
21.37	35.33	38	52	40	24	30	28	0	0	0	0
21.38	37.33	44	46	40	26	32	36	0	0	0	0
21.39	41	42	36	38	54	34	42	0	0	0	0
21.4	33.33	34	28	26	36	46	30	0	0	0	0
21.41	41.67	38	48	54	34	34	42	0	0	0	0
21.42	34.33	34	42	26	16	18	70	0	0	0	0
21.43	42.33	40	50	44	44	40	36	0	0	0	0
21.44	49.67	40	48	76	68	40	26	0	0	0	0
21.45	57.33	52	80	70	34	50	58	0	0	0	0
21.46	46.33	56	44	34	56	60	28	0	0	0	0
21.47	37	28	48	34	48	30	34	0	0	0	0
21.48	39.67	20	32	44	34	54	54	0	0	0	0
21.49	46.67	64	50	50	40	36	40	0	0	0	0
21.5	40	60	24	26	50	36	44	0	0	0	0
21.51	45	46	64	40	36	48	36	0	0	0	0
21.52	44	38	38	50	62	42	34	0	0	0	0
21.53	55	72	68	50	54	50	36	0	0	0	0
21.54	53	52	56	52	54	56	48	0	0	0	0
21.55	51.33	48	40	58	50	66	46	0	0	0	0
21.56	42	50	46	50	20	44	42	0	0	0	0
21.57	53.67	50	32	60	64	52	64	0	0	0	0
21.58	54.33	44	72	70	44	50	46	0	0	0	0
21.59	54	34	48	48	76	60	58	0	0	0	0
21.6	52.33	48	50	64	42	46	64	0	0	0	0
21.61	46	42	46	54	38	38	58	0	0	0	0
21.62	45.33	50	56	46	52	40	28	0	0	0	0
21.63	47.33	34	70	54	56	42	28	0	0	0	0
21.64	58	66	58	56	54	56	58	0	0	0	0
21.65	50.67	70	58	60	22	66	28	0	0	0	0
21.66	50	50	44	68	56	38	44	0	0	0	0
21.67	50.67	50	54	32	64	70	34	0	0	0	0
21.68	62.33	68	96	62	44	40	64	0	0	0	0
21.69	56.33	38	84	54	56	54	52	0	0	0	0
21.7	55	60	38	56	66	44	66	0	0	0	0
21.71	51.67	26	78	44	54	56	52	0	0	0	0
21.72	67.67	82	64	100	64	34	62	0	0	0	0
21.73	59.33	80	46	78	38	52	62	0	0	0	0
21.74	69.67	76	70	74	72	58	68	0	0	0	0
21.75	72.33	70	66	60	74	76	88	0	0	0	0
21.76	58.67	56	68	32	64	86	46	0	0	0	0
21.77	52.33	64	32	70	40	66	42	0	0	0	0
21.78	69	74	68	54	80	60	78	0	0	0	0
21.79	63.67	74	62	62	42	56	86	0	0	0	0
21.8	65.67	76	72	38	64	82	62	0	0	0	0
21.81	64	80	64	68	60	58	54	0	0	0	0
21.82	50	48	40	40	62	64	46	0	0	0	0
21.83	61.33	68	70	58	62	50	60	0	0	0	0
21.84	64.67	92	72	58	50	60	56	0	0	0	0
21.85	70.33	82	70	70	56	78	66	0	0	0	0
21.86	65	80	52	68	74	58	58	0	0	0	0
